system_type,structure,temperature,original_points,filtered_points,removed_points,percent_removed
Pt6SnX,pt6sn6-2,1100,3,3,0,0.0
Pt6SnX,pt6sn7,200,3,3,0,0.0
Pt6SnX,pt6sn7,300,3,3,0,0.0
Pt6SnX,pt6sn7,400,3,3,0,0.0
Pt6SnX,pt6sn7,500,3,3,0,0.0
Pt6SnX,pt6sn7,600,3,3,0,0.0
Pt6SnX,pt6sn7,700,3,3,0,0.0
Pt6SnX,pt6sn7,800,3,3,0,0.0
Pt6SnX,pt6sn7,900,3,3,0,0.0
Pt6SnX,pt6sn7,1000,3,3,0,0.0
Pt6SnX,pt6sn7,1100,3,3,0,0.0
Pt6SnX,pt6sn8,200,3,3,0,0.0
Pt6SnX,pt6sn8,300,3,3,0,0.0
Pt6SnX,pt6sn8,400,3,3,0,0.0
Pt6SnX,pt6sn8,500,3,3,0,0.0
Pt6SnX,pt6sn8,600,3,3,0,0.0
Pt6SnX,pt6sn8,700,3,3,0,0.0
Pt6SnX,pt6sn8,800,3,3,0,0.0
Pt6SnX,pt6sn8,900,3,3,0,0.0
Pt6SnX,pt6sn8,1000,3,3,0,0.0
Pt6SnX,pt6sn8,1100,3,3,0,0.0
Pt6SnX,pt6sn9-2,200,3,3,0,0.0
Pt6SnX,pt6sn9-2,300,3,3,0,0.0
Pt6SnX,pt6sn9-2,400,3,3,0,0.0
Pt6SnX,pt6sn9-2,500,3,3,0,0.0
Pt6SnX,pt6sn9-2,600,3,3,0,0.0
Pt6SnX,pt6sn9-2,700,3,3,0,0.0
Pt6SnX,pt6sn9-2,800,3,3,0,0.0
Pt6SnX,pt6sn9-2,900,3,3,0,0.0
Pt6SnX,pt6sn9-2,1000,3,3,0,0.0
Pt6SnX,pt6sn9-2,1100,3,3,0,0.0
Pt8SnX,pt8sn0-2-best,200,7,7,0,0.0
Pt8SnX,pt8sn0-2-best,300,10,10,0,0.0
Pt8SnX,pt8sn0-2-best,400,10,9,1,10.0
Pt8SnX,pt8sn0-2-best,500,10,8,2,20.0
Pt8SnX,pt8sn0-2-best,600,10,9,1,10.0
Pt8SnX,pt8sn0-2-best,700,10,10,0,0.0
Pt8SnX,pt8sn0-2-best,800,10,10,0,0.0
Pt8SnX,pt8sn0-2-best,900,10,9,1,10.0
Pt8SnX,pt8sn0-2-best,1000,10,9,1,10.0
Pt8SnX,pt8sn0-2-best,1100,10,9,1,10.0
Pt8SnX,pt8sn1-2-best,200,7,7,0,0.0
Pt8SnX,pt8sn1-2-best,300,10,6,4,40.0
Pt8SnX,pt8sn1-2-best,400,10,7,3,30.0
Pt8SnX,pt8sn1-2-best,500,10,7,3,30.0
Pt8SnX,pt8sn1-2-best,600,10,9,1,10.0
Pt8SnX,pt8sn1-2-best,700,10,7,3,30.0
Pt8SnX,pt8sn1-2-best,800,10,9,1,10.0
Pt8SnX,pt8sn1-2-best,900,10,4,6,60.0
Pt8SnX,pt8sn1-2-best,1000,10,5,5,50.0
Pt8SnX,pt8sn1-2-best,1100,10,4,6,60.0
Pt8SnX,pt8sn10-2-best,200,7,7,0,0.0
Pt8SnX,pt8sn10-2-best,300,10,9,1,10.0
Pt8SnX,pt8sn10-2-best,400,10,10,0,0.0
Pt8SnX,pt8sn10-2-best,500,10,6,4,40.0
Pt8SnX,pt8sn10-2-best,600,10,10,0,0.0
Pt8SnX,pt8sn10-2-best,700,10,9,1,10.0
Pt8SnX,pt8sn10-2-best,800,10,9,1,10.0
Pt8SnX,pt8sn10-2-best,900,10,4,6,60.0
Pt8SnX,pt8sn10-2-best,1000,10,5,5,50.0
Pt8SnX,pt8sn10-2-best,1100,10,4,6,60.0
Pt8SnX,pt8sn2-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn2-1-best,300,10,10,0,0.0
Pt8SnX,pt8sn2-1-best,400,10,10,0,0.0
Pt8SnX,pt8sn2-1-best,500,10,9,1,10.0
Pt8SnX,pt8sn2-1-best,600,10,8,2,20.0
Pt8SnX,pt8sn2-1-best,700,10,7,3,30.0
Pt8SnX,pt8sn2-1-best,800,10,6,4,40.0
Pt8SnX,pt8sn2-1-best,900,10,6,4,40.0
Pt8SnX,pt8sn2-1-best,1000,10,4,6,60.0
Pt8SnX,pt8sn2-1-best,1100,10,5,5,50.0
Pt8SnX,pt8sn3-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn3-1-best,300,10,9,1,10.0
Pt8SnX,pt8sn3-1-best,400,10,10,0,0.0
Pt8SnX,pt8sn3-1-best,500,10,10,0,0.0
Pt8SnX,pt8sn3-1-best,600,10,8,2,20.0
Pt8SnX,pt8sn3-1-best,700,10,9,1,10.0
Pt8SnX,pt8sn3-1-best,800,10,9,1,10.0
Pt8SnX,pt8sn3-1-best,900,10,8,2,20.0
Pt8SnX,pt8sn3-1-best,1000,10,4,6,60.0
Pt8SnX,pt8sn3-1-best,1100,10,6,4,40.0
Pt8SnX,pt8sn4-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn4-1-best,300,10,8,2,20.0
Pt8SnX,pt8sn4-1-best,400,10,9,1,10.0
Pt8SnX,pt8sn4-1-best,500,10,9,1,10.0
Pt8SnX,pt8sn4-1-best,600,10,10,0,0.0
Pt8SnX,pt8sn4-1-best,700,10,10,0,0.0
Pt8SnX,pt8sn4-1-best,800,10,9,1,10.0
Pt8SnX,pt8sn4-1-best,900,10,7,3,30.0
Pt8SnX,pt8sn4-1-best,1000,10,5,5,50.0
Pt8SnX,pt8sn4-1-best,1100,10,7,3,30.0
Pt8SnX,pt8sn5-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn5-1-best,300,10,9,1,10.0
Pt8SnX,pt8sn5-1-best,400,10,10,0,0.0
Pt8SnX,pt8sn5-1-best,500,10,10,0,0.0
Pt8SnX,pt8sn5-1-best,600,10,9,1,10.0
Pt8SnX,pt8sn5-1-best,700,10,9,1,10.0
Pt8SnX,pt8sn5-1-best,800,10,10,0,0.0
Pt8SnX,pt8sn5-1-best,900,10,6,4,40.0
Pt8SnX,pt8sn5-1-best,1000,10,7,3,30.0
Pt8SnX,pt8sn5-1-best,1100,10,5,5,50.0
Pt8SnX,pt8sn6-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn6-1-best,300,10,9,1,10.0
Pt8SnX,pt8sn6-1-best,400,10,9,1,10.0
Pt8SnX,pt8sn6-1-best,500,10,9,1,10.0
Pt8SnX,pt8sn6-1-best,600,10,9,1,10.0
Pt8SnX,pt8sn6-1-best,700,10,9,1,10.0
Pt8SnX,pt8sn6-1-best,800,10,9,1,10.0
Pt8SnX,pt8sn6-1-best,900,10,8,2,20.0
Pt8SnX,pt8sn6-1-best,1000,10,9,1,10.0
Pt8SnX,pt8sn6-1-best,1100,10,6,4,40.0
Pt8SnX,pt8sn7-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn7-1-best,300,10,9,1,10.0
Pt8SnX,pt8sn7-1-best,400,10,9,1,10.0
Pt8SnX,pt8sn7-1-best,500,10,9,1,10.0
Pt8SnX,pt8sn7-1-best,600,10,9,1,10.0
Pt8SnX,pt8sn7-1-best,700,10,8,2,20.0
Pt8SnX,pt8sn7-1-best,800,10,9,1,10.0
Pt8SnX,pt8sn7-1-best,900,10,10,0,0.0
Pt8SnX,pt8sn7-1-best,1000,10,10,0,0.0
Pt8SnX,pt8sn7-1-best,1100,10,8,2,20.0
Pt8SnX,pt8sn8-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn8-1-best,300,10,9,1,10.0
Pt8SnX,pt8sn8-1-best,400,10,10,0,0.0
Pt8SnX,pt8sn8-1-best,500,10,10,0,0.0
Pt8SnX,pt8sn8-1-best,600,10,10,0,0.0
Pt8SnX,pt8sn8-1-best,700,10,9,1,10.0
Pt8SnX,pt8sn8-1-best,800,10,10,0,0.0
Pt8SnX,pt8sn8-1-best,900,10,6,4,40.0
Pt8SnX,pt8sn8-1-best,1000,10,6,4,40.0
Pt8SnX,pt8sn8-1-best,1100,10,5,5,50.0
Pt8SnX,pt8sn9-1-best,200,7,7,0,0.0
Pt8SnX,pt8sn9-1-best,300,10,10,0,0.0
Pt8SnX,pt8sn9-1-best,400,10,10,0,0.0
Pt8SnX,pt8sn9-1-best,500,10,10,0,0.0
Pt8SnX,pt8sn9-1-best,600,10,10,0,0.0
Pt8SnX,pt8sn9-1-best,700,10,10,0,0.0
Pt8SnX,pt8sn9-1-best,800,10,10,0,0.0
Pt8SnX,pt8sn9-1-best,900,10,5,5,50.0
Pt8SnX,pt8sn9-1-best,1000,10,6,4,40.0
Pt8SnX,pt8sn9-1-best,1100,10,5,5,50.0
PtxSny,pt3sn5,200,6,6,0,0.0
PtxSny,pt3sn5,300,6,6,0,0.0
PtxSny,pt3sn5,400,6,6,0,0.0
PtxSny,pt3sn5,500,6,6,0,0.0
PtxSny,pt3sn5,600,6,6,0,0.0
PtxSny,pt3sn5,700,6,5,1,16.666666666666664
PtxSny,pt3sn5,800,6,5,1,16.666666666666664
PtxSny,pt3sn5,900,6,5,1,16.666666666666664
PtxSny,pt3sn5,1000,6,3,3,50.0
PtxSny,pt3sn5,1100,6,3,3,50.0
PtxSny,pt4sn4-2,200,6,6,0,0.0
PtxSny,pt4sn4-2,300,6,6,0,0.0
PtxSny,pt4sn4-2,400,6,6,0,0.0
PtxSny,pt4sn4-2,500,6,6,0,0.0
PtxSny,pt4sn4-2,600,6,5,1,16.666666666666664
PtxSny,pt4sn4-2,700,6,6,0,0.0
PtxSny,pt4sn4-2,800,6,6,0,0.0
PtxSny,pt4sn4-2,900,6,6,0,0.0
PtxSny,pt4sn4-2,1000,6,4,2,33.33333333333333
PtxSny,pt4sn4-2,1100,6,6,0,0.0
PtxSny,pt5sn3-1-best,200,6,6,0,0.0
PtxSny,pt5sn3-1-best,300,6,6,0,0.0
PtxSny,pt5sn3-1-best,400,6,6,0,0.0
PtxSny,pt5sn3-1-best,500,6,6,0,0.0
PtxSny,pt5sn3-1-best,600,6,6,0,0.0
PtxSny,pt5sn3-1-best,700,6,6,0,0.0
PtxSny,pt5sn3-1-best,800,6,6,0,0.0
PtxSny,pt5sn3-1-best,900,6,5,1,16.666666666666664
PtxSny,pt5sn3-1-best,1000,6,6,0,0.0
PtxSny,pt5sn3-1-best,1100,6,6,0,0.0
PtxSny,pt7sn1-1,200,6,6,0,0.0
PtxSny,pt7sn1-1,300,6,6,0,0.0
PtxSny,pt7sn1-1,400,6,6,0,0.0
PtxSny,pt7sn1-1,500,6,6,0,0.0
PtxSny,pt7sn1-1,600,6,6,0,0.0
PtxSny,pt7sn1-1,700,6,6,0,0.0
PtxSny,pt7sn1-1,800,6,6,0,0.0
PtxSny,pt7sn1-1,900,6,5,1,16.666666666666664
PtxSny,pt7sn1-1,1000,6,5,1,16.666666666666664
PtxSny,pt7sn1-1,1100,6,3,3,50.0
PtxSnyOz,O2Pt4Sn6,200,6,6,0,0.0
PtxSnyOz,O2Pt4Sn6,300,6,6,0,0.0
PtxSnyOz,O2Pt4Sn6,400,6,6,0,0.0
PtxSnyOz,O2Pt4Sn6,500,6,2,4,66.66666666666666
PtxSnyOz,O2Pt4Sn6,600,6,3,3,50.0
PtxSnyOz,O2Pt4Sn6,700,6,3,3,50.0
PtxSnyOz,O2Pt4Sn6,800,6,4,2,33.33333333333333
PtxSnyOz,O2Pt4Sn6,900,6,5,1,16.666666666666664
PtxSnyOz,O2Pt4Sn6,1000,6,2,4,66.66666666666666
PtxSnyOz,O2Pt4Sn6,1100,6,4,2,33.33333333333333
PtxSnyOz,O2Pt7Sn7,200,6,4,2,33.33333333333333
PtxSnyOz,O2Pt7Sn7,300,6,6,0,0.0
PtxSnyOz,O2Pt7Sn7,400,6,6,0,0.0
PtxSnyOz,O2Pt7Sn7,500,6,6,0,0.0
PtxSnyOz,O2Pt7Sn7,600,6,6,0,0.0
PtxSnyOz,O2Pt7Sn7,700,6,5,1,16.666666666666664
PtxSnyOz,O2Pt7Sn7,800,6,6,0,0.0
PtxSnyOz,O2Pt7Sn7,900,6,6,0,0.0
PtxSnyOz,O2Pt7Sn7,1000,6,3,3,50.0
PtxSnyOz,O2Pt7Sn7,1100,6,1,5,83.33333333333334
PtxSnyOz,O2Sn8Pt7,200,6,6,0,0.0
PtxSnyOz,O2Sn8Pt7,300,6,6,0,0.0
PtxSnyOz,O2Sn8Pt7,400,6,5,1,16.666666666666664
PtxSnyOz,O2Sn8Pt7,500,6,5,1,16.666666666666664
PtxSnyOz,O2Sn8Pt7,600,6,3,3,50.0
PtxSnyOz,O2Sn8Pt7,700,6,6,0,0.0
PtxSnyOz,O2Sn8Pt7,800,6,6,0,0.0
PtxSnyOz,O2Sn8Pt7,900,6,2,4,66.66666666666666
PtxSnyOz,O2Sn8Pt7,1000,6,2,4,66.66666666666666
PtxSnyOz,O2Sn8Pt7,1100,6,2,4,66.66666666666666
PtxSnyOz,O3Pt5Sn7,200,6,6,0,0.0
PtxSnyOz,O3Pt5Sn7,300,6,6,0,0.0
PtxSnyOz,O3Pt5Sn7,400,6,5,1,16.666666666666664
PtxSnyOz,O3Pt5Sn7,500,6,5,1,16.666666666666664
PtxSnyOz,O3Pt5Sn7,600,6,5,1,16.666666666666664
PtxSnyOz,O3Pt5Sn7,700,6,6,0,0.0
PtxSnyOz,O3Pt5Sn7,800,6,3,3,50.0
PtxSnyOz,O3Pt5Sn7,900,6,6,0,0.0
PtxSnyOz,O3Pt5Sn7,1000,6,4,2,33.33333333333333
PtxSnyOz,O3Pt5Sn7,1100,6,0,6,100.0
PtxSnyOz,O3Sn4Pt2,200,6,6,0,0.0
PtxSnyOz,O3Sn4Pt2,300,6,6,0,0.0
PtxSnyOz,O3Sn4Pt2,400,6,5,1,16.666666666666664
PtxSnyOz,O3Sn4Pt2,500,6,4,2,33.33333333333333
PtxSnyOz,O3Sn4Pt2,600,6,3,3,50.0
PtxSnyOz,O3Sn4Pt2,700,6,3,3,50.0
PtxSnyOz,O3Sn4Pt2,800,6,5,1,16.666666666666664
PtxSnyOz,O3Sn4Pt2,900,6,6,0,0.0
PtxSnyOz,O3Sn4Pt2,1000,6,5,1,16.666666666666664
PtxSnyOz,O3Sn4Pt2,1100,6,3,3,50.0
PtxSnyOz,O3Sn5Pt3,200,6,5,1,16.666666666666664
PtxSnyOz,O3Sn5Pt3,300,6,6,0,0.0
PtxSnyOz,O3Sn5Pt3,400,6,3,3,50.0
PtxSnyOz,O3Sn5Pt3,500,6,6,0,0.0
PtxSnyOz,O3Sn5Pt3,600,6,5,1,16.666666666666664
PtxSnyOz,O3Sn5Pt3,700,6,6,0,0.0
PtxSnyOz,O3Sn5Pt3,800,6,5,1,16.666666666666664
PtxSnyOz,O3Sn5Pt3,900,6,5,1,16.666666666666664
PtxSnyOz,O3Sn5Pt3,1000,6,6,0,0.0
PtxSnyOz,O3Sn5Pt3,1100,6,3,3,50.0
PtxSnyOz,O4Pt3Sn6,200,6,6,0,0.0
PtxSnyOz,O4Pt3Sn6,300,6,6,0,0.0
PtxSnyOz,O4Pt3Sn6,400,6,5,1,16.666666666666664
PtxSnyOz,O4Pt3Sn6,500,6,4,2,33.33333333333333
PtxSnyOz,O4Pt3Sn6,600,6,5,1,16.666666666666664
PtxSnyOz,O4Pt3Sn6,700,6,5,1,16.666666666666664
PtxSnyOz,O4Pt3Sn6,800,6,3,3,50.0
PtxSnyOz,O4Pt3Sn6,900,6,4,2,33.33333333333333
PtxSnyOz,O4Pt3Sn6,1000,6,4,2,33.33333333333333
PtxSnyOz,O4Pt3Sn6,1100,6,5,1,16.666666666666664
PtxSnyOz,Pt2Sn2O1,200,6,3,3,50.0
PtxSnyOz,Pt2Sn2O1,300,6,6,0,0.0
PtxSnyOz,Pt2Sn2O1,400,6,6,0,0.0
PtxSnyOz,Pt2Sn2O1,500,6,6,0,0.0
PtxSnyOz,Pt2Sn2O1,600,6,4,2,33.33333333333333
PtxSnyOz,Pt2Sn2O1,700,6,6,0,0.0
PtxSnyOz,Pt2Sn2O1,800,6,5,1,16.666666666666664
PtxSnyOz,Pt2Sn2O1,900,6,5,1,16.666666666666664
PtxSnyOz,Pt2Sn2O1,1000,6,6,0,0.0
PtxSnyOz,Pt2Sn2O1,1100,6,4,2,33.33333333333333
PtxSnyOz,Pt3Sn2O1,200,6,2,4,66.66666666666666
PtxSnyOz,Pt3Sn2O1,300,6,3,3,50.0
PtxSnyOz,Pt3Sn2O1,400,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn2O1,500,6,6,0,0.0
PtxSnyOz,Pt3Sn2O1,600,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn2O1,700,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn2O1,800,6,2,4,66.66666666666666
PtxSnyOz,Pt3Sn2O1,900,6,3,3,50.0
PtxSnyOz,Pt3Sn2O1,1000,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn2O1,1100,6,6,0,0.0
PtxSnyOz,Pt3Sn3O2,200,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn3O2,300,6,6,0,0.0
PtxSnyOz,Pt3Sn3O2,400,6,4,2,33.33333333333333
PtxSnyOz,Pt3Sn3O2,500,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn3O2,600,6,4,2,33.33333333333333
PtxSnyOz,Pt3Sn3O2,700,6,6,0,0.0
PtxSnyOz,Pt3Sn3O2,800,6,2,4,66.66666666666666
PtxSnyOz,Pt3Sn3O2,900,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn3O2,1000,6,5,1,16.666666666666664
PtxSnyOz,Pt3Sn3O2,1100,6,2,4,66.66666666666666
PtxSnyOz,Pt5Sn3O1,200,6,2,4,66.66666666666666
PtxSnyOz,Pt5Sn3O1,300,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn3O1,400,6,6,0,0.0
PtxSnyOz,Pt5Sn3O1,500,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn3O1,600,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn3O1,700,6,6,0,0.0
PtxSnyOz,Pt5Sn3O1,800,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn3O1,900,6,6,0,0.0
PtxSnyOz,Pt5Sn3O1,1000,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn3O1,1100,6,2,4,66.66666666666666
PtxSnyOz,Pt5Sn4O1,200,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn4O1,300,6,4,2,33.33333333333333
PtxSnyOz,Pt5Sn4O1,400,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn4O1,500,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn4O1,600,6,6,0,0.0
PtxSnyOz,Pt5Sn4O1,700,6,6,0,0.0
PtxSnyOz,Pt5Sn4O1,800,6,6,0,0.0
PtxSnyOz,Pt5Sn4O1,900,6,5,1,16.666666666666664
PtxSnyOz,Pt5Sn4O1,1000,6,4,2,33.33333333333333
PtxSnyOz,Pt5Sn4O1,1100,6,4,2,33.33333333333333
PtxSnyOz,Pt7Sn5O1,200,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn5O1,300,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn5O1,400,6,4,2,33.33333333333333
PtxSnyOz,Pt7Sn5O1,500,6,2,4,66.66666666666666
PtxSnyOz,Pt7Sn5O1,600,6,6,0,0.0
PtxSnyOz,Pt7Sn5O1,700,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn5O1,800,6,6,0,0.0
PtxSnyOz,Pt7Sn5O1,900,6,6,0,0.0
PtxSnyOz,Pt7Sn5O1,1000,6,3,3,50.0
PtxSnyOz,Pt7Sn5O1,1100,6,3,3,50.0
PtxSnyOz,Pt7Sn6O1,200,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn6O1,300,6,6,0,0.0
