结构,Sn含量,温度,模拟序号,每原子能量,相对能量,每原子标准差
O2Pt4Sn6,6,1100,29,-6929.116066351667,3.112569065833668,0.11979742083333333
O2Pt7Sn7,7,200,0,-5818.30143306125,0.0,0.016138146875
O2Pt7Sn7,7,200,0,-5818.301310288125,0.00012277312453079503,0.016142590625
O2Pt7Sn7,7,200,1,-5818.301370220625,6.28406241958146e-05,0.01626632125
O2Pt7Sn7,7,200,2,-5818.301399151875,3.390937490621582e-05,0.016133824375
O2Pt7Sn7,7,300,1,-5818.03710370875,0.26432935249977163,0.02429332375
O2Pt7Sn7,7,300,1,-5818.03670809625,0.26472496499991394,0.024426306875
O2Pt7Sn7,7,300,1,-5818.036216515625,0.26521654562475305,0.024466233125
O2Pt7Sn7,7,300,3,-5818.037346604375,0.26408645687479293,0.02435589875
O2Pt7Sn7,7,300,4,-5818.0364633275,0.2649697337492398,0.02438003
O2Pt7Sn7,7,300,5,-5818.037406506875,0.2640265543741407,0.02417404375
O2Pt7Sn7,7,400,2,-5817.775428644375,0.5260044168744571,0.032801318125
O2Pt7Sn7,7,400,2,-5817.770937114375,0.5304959468749075,0.0324805875
O2Pt7Sn7,7,400,2,-5817.7719007475,0.529532313749769,0.032510935625
O2Pt7Sn7,7,400,6,-5817.7714546325,0.5299784287499278,0.032554236875
O2Pt7Sn7,7,400,8,-5817.770821450625,0.5306116106248737,0.032859069375
O2Pt7Sn7,7,400,7,-5817.77085023375,0.5305828274995292,0.0322999925
O2Pt7Sn7,7,500,3,-5817.516180934375,0.7852521268741839,0.041450146875
O2Pt7Sn7,7,500,3,-5817.508300863125,0.7931321981241126,0.041661565
O2Pt7Sn7,7,500,3,-5817.5119473,0.7894857612491251,0.042647725625
O2Pt7Sn7,7,500,9,-5817.50888311,0.7925499512493843,0.042102358125
O2Pt7Sn7,7,500,10,-5817.50418707375,0.7972459874999913,0.04018483
O2Pt7Sn7,7,500,11,-5817.50483494875,0.7965981124998507,0.04112031375
O2Pt7Sn7,7,600,4,-5817.236187956875,1.0652451043742985,0.04984166625
O2Pt7Sn7,7,600,4,-5817.237822604375,1.0636104568748124,0.048893306875
O2Pt7Sn7,7,600,4,-5817.237130774375,1.0643022868744083,0.0494374125
O2Pt7Sn7,7,600,12,-5817.23752391,1.0639091512493906,0.050272880625
O2Pt7Sn7,7,600,13,-5817.242809648125,1.0586234131242236,0.049637200625
O2Pt7Sn7,7,600,14,-5817.2401432675,1.0612897937498929,0.049613225625
O2Pt7Sn7,7,700,5,-5816.969320435625,1.3321126256241769,0.05812975625
O2Pt7Sn7,7,700,5,-5816.965508939375,1.3359241218749958,0.057514805
O2Pt7Sn7,7,700,5,-5816.97149779125,1.3299352699996234,0.05821444875
O2Pt7Sn7,7,700,16,-5816.9737431025,1.3276899587499429,0.05855126
O2Pt7Sn7,7,700,15,-5816.960945606875,1.340487454374852,0.058053905625
O2Pt7Sn7,7,800,6,-5816.698250539375,1.6031825218742597,0.06576481
O2Pt7Sn7,7,800,6,-5816.697415324375,1.6040177368749937,0.066122230625
O2Pt7Sn7,7,800,6,-5816.690606584375,1.6108264768745357,0.06689926625
O2Pt7Sn7,7,800,18,-5816.688422198125,1.6130108631241455,0.066809115
O2Pt7Sn7,7,800,19,-5816.68539422375,1.616038837499218,0.0666265775
O2Pt7Sn7,7,800,20,-5816.700417324375,1.601015736874615,0.0667325875
O2Pt7Sn7,7,900,7,-5816.4206076975,1.8808253637498638,0.075645385625
O2Pt7Sn7,7,900,7,-5816.424461076875,1.8769719843749044,0.0761320575
O2Pt7Sn7,7,900,7,-5816.417867081875,1.8835659793749073,0.07642506125
O2Pt7Sn7,7,900,21,-5816.414214033125,1.8872190281244912,0.077164606875
O2Pt7Sn7,7,900,22,-5816.41853818375,1.8828948774998935,0.0747548075
O2Pt7Sn7,7,900,23,-5816.418611735,1.882821326249541,0.07691195875
O2Pt7Sn7,7,1000,26,-5816.148254349375,2.153178711874716,0.082516406875
O2Pt7Sn7,7,1000,24,-5816.13200314625,2.169429914999455,0.085216433125
O2Pt7Sn7,7,1000,25,-5816.139975435,2.1614576262491028,0.087027963125
O2Pt7Sn7,7,1100,9,-5815.881749875625,2.419683185624308,0.095363645625
O2Sn8Pt7,8,200,0,-5481.70415304647,0.00021960588219371857,0.01615772411764706
O2Sn8Pt7,8,200,0,-5481.704359981764,1.2670588148466777e-05,0.016067820588235294
O2Sn8Pt7,8,200,0,-5481.704215802942,0.00015684941081417492,0.016093982352941176
O2Sn8Pt7,8,200,1,-5481.704225079411,0.00014757294138689758,0.016152555882352943
O2Sn8Pt7,8,200,0,-5481.704279947058,9.270529426430585e-05,0.016119312352941177
O2Sn8Pt7,8,200,2,-5481.7043726523525,0.0,0.016056401176470586
O2Sn8Pt7,8,300,1,-5481.432151523529,0.2722211288237304,0.023387697647058822
O2Sn8Pt7,8,300,1,-5481.431942094117,0.27243055823510076,0.023445531764705884
O2Sn8Pt7,8,300,1,-5481.432000755882,0.27237189647075866,0.023320219411764705
O2Sn8Pt7,8,300,4,-5481.431189896471,0.27318275588186225,0.023483959411764704
O2Sn8Pt7,8,300,3,-5481.4322242935295,0.2721483588229603,0.02323202882352941
O2Sn8Pt7,8,300,5,-5481.431534161176,0.2728384911761168,0.023391978823529412
O2Sn8Pt7,8,400,2,-5481.192482724706,0.5118899276467346,0.033132477647058824
O2Sn8Pt7,8,400,2,-5481.190082147059,0.5142905052935021,0.033138346470588234
O2Sn8Pt7,8,400,2,-5481.193163700588,0.5112089517642744,0.033146354705882355
O2Sn8Pt7,8,400,6,-5481.185006297647,0.5193663547051983,0.032450266470588233
O2Sn8Pt7,8,400,7,-5481.1822114264705,0.5221612258819732,0.031489767647058825
O2Sn8Pt7,8,500,3,-5480.935287189412,0.7690854629408932,0.040551134117647054
O2Sn8Pt7,8,500,3,-5480.943651078824,0.7607215735288264,0.04039906470588235
O2Sn8Pt7,8,500,3,-5480.945810184706,0.7585624676466978,0.039654213529411765
O2Sn8Pt7,8,500,10,-5480.945992725295,0.7583799270578311,0.03942593176470588
O2Sn8Pt7,8,500,11,-5480.94599438353,0.7583782688225256,0.03975060588235294
O2Sn8Pt7,8,600,12,-5480.690266934706,1.014105717646089,0.04749130588235294
O2Sn8Pt7,8,600,13,-5480.684288073529,1.0200845788231163,0.0481378394117647
O2Sn8Pt7,8,600,14,-5480.691473507059,1.0128991452938862,0.0472992194117647
O2Sn8Pt7,8,700,5,-5480.407214302941,1.2971583494118022,0.05660000176470588
O2Sn8Pt7,8,700,5,-5480.413140278823,1.2912323735290556,0.05641018352941177
O2Sn8Pt7,8,700,5,-5480.407408111765,1.2969645405873962,0.05705007176470588
O2Sn8Pt7,8,700,16,-5480.416175133529,1.2881975188238357,0.05596302294117647
O2Sn8Pt7,8,700,17,-5480.419228134706,1.2851445176465859,0.05516344941176471
O2Sn8Pt7,8,700,15,-5480.413139111764,1.2912335405881095,0.055212035294117646
O2Sn8Pt7,8,800,6,-5480.155942404118,1.548430248234581,0.06519633176470588
O2Sn8Pt7,8,800,6,-5480.159448828824,1.544923823528734,0.06400470823529411
O2Sn8Pt7,8,800,6,-5480.1627355905875,1.541637061764959,0.06369917176470588
O2Sn8Pt7,8,800,19,-5480.163472261765,1.5409003905879217,0.06351942294117648
O2Sn8Pt7,8,800,18,-5480.153701632941,1.5506710194113111,0.06447122352941176
O2Sn8Pt7,8,800,20,-5480.164178597059,1.5401940552937958,0.06457913352941178
O2Sn8Pt7,8,900,21,-5479.900184908824,1.804187743528928,0.07347721882352942
O2Sn8Pt7,8,900,23,-5479.875459798823,1.8289128535298005,0.07637822705882352
O2Sn8Pt7,8,1000,8,-5479.631069603529,2.073303048823618,0.08104235117647059
O2Sn8Pt7,8,1000,25,-5479.624471694706,2.0799009576467142,0.08253089823529412
O2Sn8Pt7,8,1100,27,-5479.358562495882,2.345810156470179,0.09107763352941177
O2Sn8Pt7,8,1100,28,-5479.354414978824,2.349957673528479,0.09186624529411765
O3Pt5Sn7,7,200,0,-5799.282110355333,4.555066607281333e-05,0.01745235666666667
O3Pt5Sn7,7,200,0,-5799.2817042373335,0.00045166866584622767,0.017613974666666664
O3Pt5Sn7,7,200,0,-5799.281935628,0.00022027799968782347,0.017558806666666666
O3Pt5Sn7,7,200,1,-5799.282155905999,0.0,0.017404779333333335
O3Pt5Sn7,7,200,0,-5799.281781400667,0.0003745053327293135,0.017521382
O3Pt5Sn7,7,200,2,-5799.282079848,7.605799964949256e-05,0.017470242
O3Pt5Sn7,7,300,1,-5799.001625853333,0.28053005266610853,0.026516699333333334
O3Pt5Sn7,7,300,1,-5798.999583258667,0.28257264733201737,0.026627796
O3Pt5Sn7,7,300,1,-5798.999425396,0.28273050999905536,0.026700005333333332
O3Pt5Sn7,7,300,4,-5799.000497205333,0.2816587006664122,0.026605415333333333
O3Pt5Sn7,7,300,3,-5799.017752458,0.2644034479990296,0.030539668000000002
O3Pt5Sn7,7,300,5,-5799.004015646667,0.27814025933275843,0.026887524666666666
O3Pt5Sn7,7,400,2,-5798.741770702666,0.5403852033332441,0.03566314733333333
O3Pt5Sn7,7,400,2,-5798.742230159333,0.5399257466660856,0.035452821333333336
O3Pt5Sn7,7,400,2,-5798.727341352,0.5548145539996767,0.034966333333333335
O3Pt5Sn7,7,400,8,-5798.741678567333,0.5404773386662782,0.03657300933333333
O3Pt5Sn7,7,400,6,-5798.727101546,0.5550543599993034,0.035326606
O3Pt5Sn7,7,500,3,-5798.453221032667,0.8289348733324005,0.044739520000000005
O3Pt5Sn7,7,500,3,-5798.467048286667,0.8151076193325935,0.04442946066666666
O3Pt5Sn7,7,500,3,-5798.466283623333,0.8158722826665326,0.04468273266666667
O3Pt5Sn7,7,500,9,-5798.467545484,0.8146104219995323,0.04425447133333334
O3Pt5Sn7,7,500,11,-5798.465719468667,0.8164364373324133,0.04420425666666667
O3Pt5Sn7,7,600,4,-5798.184676047333,1.097479858666702,0.053551110666666665
O3Pt5Sn7,7,600,4,-5798.181911386,1.1002445199992508,0.05291486533333333
O3Pt5Sn7,7,600,14,-5798.181672149333,1.100483756666108,0.05336361466666666
O3Pt5Sn7,7,600,12,-5798.18071246,1.1014434459993936,0.053823744666666666
O3Pt5Sn7,7,600,13,-5798.181410456,1.100745449999522,0.054215232
O3Pt5Sn7,7,700,5,-5797.890224301333,1.3919316046667518,0.06337137866666667
O3Pt5Sn7,7,700,5,-5797.912882185334,1.3692737206656602,0.06362446866666667
O3Pt5Sn7,7,700,5,-5797.891069483333,1.3910864226663762,0.06279615933333334
O3Pt5Sn7,7,700,15,-5797.891782345334,1.3903735606654664,0.06219479133333334
O3Pt5Sn7,7,700,16,-5797.9160973240005,1.3660585819989137,0.06356146133333333
O3Pt5Sn7,7,700,17,-5797.891066893334,1.3910890126653612,0.06248139466666667
O3Pt5Sn7,7,800,18,-5797.618772782666,1.6633831233330056,0.071204012
O3Pt5Sn7,7,800,19,-5797.609693804,1.672462101999372,0.07150741466666667
O3Pt5Sn7,7,800,20,-5797.6111627479995,1.6709931579998738,0.072001272
O3Pt5Sn7,7,900,7,-5797.325833048667,1.9563228573324523,0.08293271466666667
O3Pt5Sn7,7,900,7,-5797.333349208,1.9488066979993164,0.08037152
O3Pt5Sn7,7,900,7,-5797.331426889333,1.950729016666628,0.082019922
O3Pt5Sn7,7,900,22,-5797.322925451333,1.9592304546667947,0.08208604266666668
O3Pt5Sn7,7,900,21,-5797.337408718,1.9447471879993827,0.082716672
O3Pt5Sn7,7,900,23,-5797.328991412,1.9531644939997932,0.081748876
O3Pt5Sn7,7,1000,8,-5797.032425693334,2.2497302126657814,0.09058918666666667
O3Pt5Sn7,7,1000,8,-5797.029176173333,2.2529797326660628,0.09054712399999999
O3Pt5Sn7,7,1000,8,-5797.019484572666,2.2626713333329462,0.09257356200000001
O3Pt5Sn7,7,1000,24,-5797.043019229333,2.2391366766660212,0.09335134533333332
O3Sn4Pt2,4,200,0,-8543.714928143332,6.211111212905962e-05,0.027819350000000003
O3Sn4Pt2,4,200,0,-8543.714957272221,3.298222327430267e-05,0.027790977777777774
O3Sn4Pt2,4,200,0,-8543.714936382223,5.3872221542405896e-05,0.027864455555555556
O3Sn4Pt2,4,200,1,-8543.714933571111,5.668333324138075e-05,0.02791344222222222
O3Sn4Pt2,4,200,0,-8543.714908202222,8.205222184187733e-05,0.02787095
O3Sn4Pt2,4,200,2,-8543.714990254444,0.0,0.028008028888888887
O3Sn4Pt2,4,300,1,-8543.268055995555,0.4469342588890868,0.04192556
O3Sn4Pt2,4,300,1,-8543.267965598889,0.4470246555556514,0.04178264111111111
O3Sn4Pt2,4,300,1,-8543.26808641,0.446903844444023,0.041908247777777775
O3Sn4Pt2,4,300,3,-8543.268065107777,0.4469251466671267,0.04196389
O3Sn4Pt2,4,300,5,-8543.268006911112,0.4469833433322492,0.041914374444444444
O3Sn4Pt2,4,300,4,-8543.268053364445,0.44693688999905135,0.041870212222222224
O3Sn4Pt2,4,400,2,-8542.819962254443,0.8950280000008206,0.05583615
O3Sn4Pt2,4,400,2,-8542.820300354444,0.8946899000002304,0.05585937444444444
O3Sn4Pt2,4,400,2,-8542.820156218888,0.8948340355564142,0.055962613333333334
O3Sn4Pt2,4,400,6,-8542.820397375555,0.8945928788889432,0.055971770000000004
O3Sn4Pt2,4,400,8,-8542.819736226667,0.8952540277769003,0.05576318222222222
O3Sn4Pt2,4,500,3,-8542.370919621111,1.3440706333331036,0.07043705333333333
O3Sn4Pt2,4,500,3,-8542.371017598889,1.3439726555552625,0.07025074111111111
O3Sn4Pt2,4,500,3,-8542.37073732778,1.3442529266649217,0.07017235111111111
O3Sn4Pt2,4,500,9,-8542.37125685,1.3437334044447198,0.07033080444444445
O3Sn4Pt2,4,600,12,-8541.920796026667,1.7941942277775524,0.08450385666666665
O3Sn4Pt2,4,600,14,-8541.921637421112,1.793352833332392,0.08465485666666667
O3Sn4Pt2,4,600,13,-8541.920712877778,1.7942773766662867,0.08457310555555556
O3Sn4Pt2,4,700,15,-8541.470469376667,2.244520877777177,0.09871820444444444
O3Sn4Pt2,4,700,17,-8541.470114516667,2.2448757377769653,0.09860504111111111
O3Sn4Pt2,4,700,16,-8541.467211585556,2.2477786688887136,0.09965876777777777
O3Sn4Pt2,4,800,6,-8541.019164242221,2.695826012222824,0.11322610111111112
O3Sn4Pt2,4,800,6,-8541.018056238889,2.6969340155555983,0.11337734444444443
O3Sn4Pt2,4,800,19,-8541.017749185556,2.6972410688886157,0.11337230444444445
O3Sn4Pt2,4,800,20,-8541.000311073332,2.714679181111933,0.11433557
O3Sn4Pt2,4,800,18,-8540.995488434444,2.719501820000005,0.1150565988888889
O3Sn4Pt2,4,900,7,-8540.539768455556,3.1752217988887423,0.12851856
O3Sn4Pt2,4,900,7,-8540.546368523334,3.168621731110761,0.12906138444444445
O3Sn4Pt2,4,900,7,-8540.562428027777,3.1525622266672144,0.12832569777777778
O3Sn4Pt2,4,900,23,-8540.536313078888,3.178677175556004,0.12830798666666665
O3Sn4Pt2,4,900,22,-8540.561101445557,3.1538888088871317,0.12882905222222224
O3Sn4Pt2,4,900,21,-8540.542547149998,3.172443104445847,0.12780689666666667
O3Sn4Pt2,4,1000,8,-8540.08730798,3.6276822744439414,0.1432466122222222
O3Sn4Pt2,4,1000,8,-8540.08554665,3.629443604444532,0.1431962688888889
O3Sn4Pt2,4,1000,25,-8540.100685905556,3.614304348888254,0.14263638333333334
O3Sn4Pt2,4,1000,24,-8540.081395932222,3.633594322222052,0.14412018777777777
O3Sn4Pt2,4,1000,26,-8540.097145281112,3.617844973332467,0.14250834555555555
O3Sn4Pt2,4,1100,27,-8539.63143304,4.083557214444227,0.15790795222222223
O3Sn4Pt2,4,1100,28,-8539.629764270001,4.085225984443241,0.1566890288888889
O3Sn4Pt2,4,1100,29,-8539.63205521111,4.082935043334146,0.15676241222222223
O3Sn5Pt3,5,200,0,-7296.128429267273,0.011403328181586403,0.02328596181818182
O3Sn5Pt3,5,200,0,-7296.139832595454,0.0,0.02341427454545455
O3Sn5Pt3,5,200,2,-7296.12851143,0.01132116545431927,0.023083207272727276
O3Sn5Pt3,5,200,1,-7296.128233429999,0.011599165454754257,0.023265723636363634
O3Sn5Pt3,5,200,0,-7296.12838948,0.011443115454312647,0.02316777
O3Sn5Pt3,5,300,1,-7295.77152416909,0.36830842636391026,0.03469196181818182
O3Sn5Pt3,5,300,1,-7295.771439068182,0.36839352727201913,0.03464407545454545
O3Sn5Pt3,5,300,1,-7295.77148702,0.36834557545444113,0.03475503
O3Sn5Pt3,5,300,3,-7295.771373447273,0.3684591481815005,0.034816950909090906
O3Sn5Pt3,5,300,5,-7295.771517030909,0.36831556454490055,0.034614778181818184
O3Sn5Pt3,5,300,4,-7295.771476907274,0.3683556881805998,0.03465971909090909
O3Sn5Pt3,5,400,6,-7295.4007185499995,0.7391140454546985,0.04666095636363636
O3Sn5Pt3,5,400,8,-7295.40125718,0.7385754154538517,0.04647384727272728
