composition,temperature,temp_value,element,n_runs,D_ensemble,R2_ensemble,intercept
Sn3Pt4O1,300K,300,PtSn,1,6.436697538366093e-08,0.6091355175955966,0.08173140801907391
Sn3Pt4O1,300K,300,Sn,1,8.3585006109697e-08,0.6038057463763382,0.13803336722813425
Sn3Pt4O1,500K,500,Pt,2,3.3354753260442617e-09,0.005020646723314787,0.5948320059642457
Sn3Pt4O1,500K,500,PtSn,2,6.52552115879359e-09,0.019931776680833763,0.6128558547655243
Sn3Pt4O1,500K,500,Sn,2,1.3515201263040005e-08,0.05412411665291201,0.6523476929014006
Sn3Pt4O1,600K,600,Pt,1,1.7559737426979742e-07,0.7674163960669987,0.4799483300635159
Sn3Pt4O1,600K,600,PtSn,3,5.1876046008429714e-08,0.28261253669460085,0.8859167784985312
Sn3Pt4O1,600K,600,Sn,3,4.4168469162630044e-08,0.14102356713347078,0.9432206270179662
Sn3Pt4O1,700K,700,Pt,4,1.7416727903013503e-07,0.67939388464993,1.0846013137145958
Sn3Pt4O1,700K,700,PtSn,2,2.518879789918626e-07,0.6738307993309008,1.1391689631582689
Sn3Pt4O1,700K,700,Sn,4,5.0582820185659e-08,0.3721768118417397,1.0624153442715616
Sn3Pt4O1,800K,800,Pt,1,1.8291996010748699e-07,0.5499024275258549,1.2121976814588726
Sn3Pt4O1,800K,800,PtSn,1,2.0283610945574094e-07,0.6661627930430758,1.0137677108285843
Sn3Pt4O1,800K,800,Sn,3,8.454837303743524e-08,0.5405452223474956,0.8532883954821011
Sn3Pt4O1,900K,900,Pt,2,6.228331193062564e-07,0.46764874879863516,5.454755737285787
Sn3Pt4O1,900K,900,PtSn,4,4.2219254650403227e-07,0.7621376298894345,3.659492353136199
Sn3Pt4O1,900K,900,Sn,4,3.207157911055422e-07,0.6659144811518836,2.6837811794263633
Sn1Pt2O1,1100K,1100,Pt,2,1.1185691489802516e-06,0.5158480914252234,7.907270814586334
Sn1Pt2O1,1100K,1100,PtSn,2,1.1109938307767355e-06,0.4795985135880764,8.82098268420018
Sn1Pt2O1,1100K,1100,Sn,2,1.0860977730200013e-06,0.3072037457896003,11.824012656392625
Sn1Pt2O1,400K,400,Pt,2,1.077365238883504e-08,0.1842836047891665,0.15622142709435402
Sn1Pt2O1,400K,400,PtSn,4,1.180198713117055e-08,0.1332996350674541,0.2627611024870338
Sn1Pt2O1,400K,400,Sn,4,2.627470535473305e-08,0.10348279654152996,0.5284230813965728
Sn1Pt2O1,500K,500,Pt,2,-1.194773215671466e-08,0.06073351236925608,0.4291950981977103
Sn1Pt2O1,500K,500,PtSn,2,-1.5567631223408784e-08,0.09646453096285455,0.575211576922083
Sn1Pt2O1,500K,500,Sn,2,-2.7464915228382404e-08,0.06604313111987382,1.055113761131894
Sn1Pt2O1,600K,600,Pt,1,-5.663401751553371e-09,0.0130137430250884,0.37519134177611485
Sn1Pt2O1,600K,600,PtSn,3,8.656336104301706e-09,0.030488091831454008,0.523989673508348
Sn1Pt2O1,600K,600,Sn,3,1.4486217191352311e-08,0.024206719338486577,0.9505091062303076
Sn1Pt2O1,700K,700,Pt,4,-4.03377174428952e-09,0.016723322935510113,0.41259083477085856
Sn1Pt2O1,700K,700,PtSn,4,6.185748879299721e-09,0.01397497756612769,0.5490233725946001
Sn1Pt2O1,700K,700,Sn,2,5.225274904458772e-08,0.06482073099404159,0.9794452254059054
Sn1Pt2O1,900K,900,Pt,1,1.9508415794199017e-07,0.697470820646087,0.2901060697069491
Sn1Pt2O1,900K,900,PtSn,1,2.5162228569467936e-07,0.7835580599247035,0.4246097905314463
Sn1Pt2O1,900K,900,Sn,1,4.374418949375558e-07,0.6546364934957004,0.8666753986912159
Pt7Sn6O1,1000K,1000,Pt,4,9.851235202680136e-07,0.9143835379594497,7.3947940337965905
Pt7Sn6O1,1000K,1000,PtSn,4,8.579798980063258e-07,0.9292205150497078,6.904226694803665
Pt7Sn6O1,1000K,1000,Sn,2,6.542399863706198e-07,0.7468954282265375,5.926021887941928
Pt7Sn6O1,1100K,1100,Pt,4,2.026271948566228e-06,0.8548056419938123,14.119405732301574
Pt7Sn6O1,1100K,1100,PtSn,4,2.1666700678819585e-06,0.8475684818821103,14.26797648239479
Pt7Sn6O1,1100K,1100,Sn,4,2.43584160699098e-06,0.8239792346469874,14.552820130975473
Pt7Sn6O1,200K,200,Pt,1,1.7558921102182782e-07,0.8799303695634525,0.19792263191132664
Pt7Sn6O1,200K,200,PtSn,1,1.723609575161591e-07,0.8625089901626998,0.2181812723412846
Pt7Sn6O1,200K,200,Sn,1,1.661717718624201e-07,0.8206620896916,0.25702101160931057
Pt7Sn6O1,400K,400,Pt,1,1.52122922157832e-07,0.7943928637077271,0.16352619958071268
Pt7Sn6O1,400K,400,PtSn,1,1.6009550530674473e-07,0.8039977674197439,0.19677073936979617
Pt7Sn6O1,400K,400,Sn,1,1.7538038020937765e-07,0.8081567359328158,0.260507877898538
Pt7Sn6O1,500K,500,Pt,3,8.474154468093874e-08,0.6654076238878335,1.2014944052972096
Pt7Sn6O1,500K,500,PtSn,3,6.013776159190947e-08,0.4799771099975018,1.2573819573082035
Pt7Sn6O1,500K,500,Sn,1,2.2128401252464186e-07,0.7748306385615068,1.2223858219974904
Pt7Sn6O1,600K,600,Pt,4,3.488925705128821e-07,0.8844642048258496,0.7969344569831931
Pt7Sn6O1,600K,600,PtSn,4,3.6315978808097794e-07,0.8923522487572452,0.8603845819391092
Pt7Sn6O1,600K,600,Sn,2,5.65323829104359e-07,0.8875659838067835,0.636785070832286
Pt7Sn6O1,800K,800,Pt,3,5.974859309382786e-07,0.9402822805383494,2.256710194890662
Pt7Sn6O1,800K,800,PtSn,1,1.065973500613302e-06,0.9186209784847426,1.6452904137105744
Pt7Sn6O1,800K,800,Sn,3,2.0882055500878655e-07,0.6855356803330239,2.296486442630801
Pt7Sn5O1,1000K,1000,Pt,3,7.135840855008698e-07,0.7368236938407331,7.090835262900745
Pt7Sn5O1,1000K,1000,PtSn,3,6.874077422780026e-07,0.7415070898293442,7.273739781029226
Pt7Sn5O1,1000K,1000,Sn,1,-6.206050535339193e-07,0.6768415584152456,8.337493608749618
Pt7Sn5O1,1100K,1100,Pt,3,3.1475777730693206e-06,0.8846209895888074,12.817094615181471
Pt7Sn5O1,1100K,1100,PtSn,3,3.342265848244238e-06,0.8862276877467802,12.563986091881528
Pt7Sn5O1,1100K,1100,Sn,2,5.295727130864792e-06,0.8749733805036317,13.2130184764953
Pt7Sn5O1,200K,200,Pt,1,-2.072274649090565e-08,0.42555221947918803,0.2629259286949248
Pt7Sn5O1,200K,200,PtSn,1,-2.2128768966354437e-08,0.42069224146625345,0.2838308794807475
Pt7Sn5O1,200K,200,Sn,1,-2.536350773229258e-08,0.40462757796287774,0.3319255855713392
Pt7Sn5O1,300K,300,Pt,1,-1.136335057346604e-08,0.1128508631240444,0.26146708810183344
Pt7Sn5O1,300K,300,PtSn,1,-1.1388696178525749e-08,0.098166828964159,0.2825447159201532
Pt7Sn5O1,300K,300,Sn,1,-1.1447015641115853e-08,0.07125187504875372,0.33103680464036345
Pt7Sn5O1,400K,400,Pt,2,8.335172655991882e-08,0.49514312547360817,0.9057367278829631
Pt7Sn5O1,400K,400,PtSn,2,9.350169033796153e-08,0.5305335591002518,0.9371423779395731
Pt7Sn5O1,400K,400,Sn,2,1.1685325149054374e-07,0.5828617097595123,1.009394728357688
Pt7Sn5O1,500K,500,Pt,4,8.190158266881039e-08,0.554961627372929,1.1459298021653233
Pt7Sn5O1,500K,500,PtSn,2,5.406137848867704e-08,0.13734039286714927,1.2558989199270543
Pt7Sn5O1,500K,500,Sn,2,7.888629200721891e-08,0.21914959009174695,1.248211563695265
Pt7Sn5O1,700K,700,Pt,1,6.93950779318911e-07,0.8852760147247387,0.9037083466279601
Pt7Sn5O1,700K,700,PtSn,1,7.216230840387457e-07,0.8953330581714584,0.7561778566201309
Pt7Sn5O1,700K,700,Sn,1,7.852867769611835e-07,0.8938247769471045,0.4167642098560993
Pt5Sn4O1,1000K,1000,Pt,2,4.832862540491093e-07,0.7042825398303493,4.445028289290038
Pt5Sn4O1,1000K,1000,PtSn,2,5.388291583239145e-07,0.8102976389262383,4.06214425627442
Pt5Sn4O1,1000K,1000,Sn,2,6.529217671940504e-07,0.8934645586486298,3.275646501818532
Pt5Sn4O1,1100K,1100,Pt,2,1.7351496592964727e-06,0.64743726712391,12.349611123385696
Pt5Sn4O1,1100K,1100,PtSn,2,1.2885748380720743e-06,0.47799251455322056,12.991016978207256
Pt5Sn4O1,1100K,1100,Sn,2,3.712447626667887e-07,0.05450558345312088,14.308560719573073
Pt5Sn4O1,200K,200,Pt,1,9.601413647004046e-09,0.42792042538634195,0.0696457693084555
Pt5Sn4O1,200K,200,PtSn,1,9.974833856620771e-09,0.4106072944276407,0.07838897318288224
Pt5Sn4O1,200K,200,Sn,1,1.0741867671251729e-08,0.34562931762747157,0.0963488642575136
Pt5Sn4O1,300K,300,Pt,2,5.114175247246846e-09,0.08776019125933054,0.18433967226341008
Pt5Sn4O1,300K,300,PtSn,2,4.593512257203777e-09,0.06263093157465141,0.21572394407930892
Pt5Sn4O1,300K,300,Sn,2,3.5239858865270566e-09,0.026048202875493035,0.2801917794462497
Pt5Sn4O1,400K,400,Pt,1,1.4388780345952075e-08,0.053261163957235826,0.3644073173819323
Pt5Sn4O1,400K,400,PtSn,1,1.96157781632979e-08,0.07277520687823587,0.3905147434057473
Pt5Sn4O1,400K,400,Sn,1,3.0352778610747114e-08,0.09924790321738873,0.4441431334865528
Pt5Sn4O1,500K,500,Pt,1,1.4399641131741102e-08,0.07337427952833875,0.39744746012461163
Pt5Sn4O1,500K,500,PtSn,1,1.685777143217202e-08,0.08215145992727213,0.4463970297239649
Pt5Sn4O1,500K,500,Sn,1,2.1907094365864475e-08,0.08730035727441234,0.5469466144337377
Pt5Sn4O1,900K,900,Pt,1,1.0302291567459258e-06,0.9540922554707001,1.666872650268413
Pt5Sn4O1,900K,900,PtSn,1,1.2713218562939504e-06,0.9660226379825742,1.6911977057399286
Pt5Sn4O1,900K,900,Sn,1,1.7665606862590958e-06,0.9703278035767444,1.741166486341383
Pt5Sn3O1,1000K,1000,Pt,1,4.4436809209523655e-06,0.9558767117570013,3.5935672220486516
Pt5Sn3O1,1000K,1000,PtSn,1,4.163736957981684e-06,0.9583185275093165,3.401496545755819
Pt5Sn3O1,1000K,1000,Sn,1,3.3970079849056777e-06,0.9530138045245496,2.875459867485624
Pt5Sn3O1,1100K,1100,Pt,3,1.3871139198710483e-06,0.5127885616804717,16.567520886246136
Pt5Sn3O1,1100K,1100,PtSn,3,1.3830144355224278e-06,0.5529340712756554,16.457698585385252
Pt5Sn3O1,1100K,1100,Sn,4,2.200266354040778e-06,0.872053128958179,13.456898376062322
Pt5Sn3O1,200K,200,Pt,4,3.756510734006946e-11,0.00014058635632070615,0.09180400391750096
Pt5Sn3O1,200K,200,PtSn,1,3.734835285739577e-09,0.17602162672399074,0.089956345327153
Pt5Sn3O1,200K,200,Sn,4,-4.985434644445517e-10,0.007305838712388072,0.13024238871865482
Pt5Sn3O1,300K,300,Pt,1,2.9711445930949093e-07,0.951428551923761,0.25600019128881546
Pt5Sn3O1,300K,300,PtSn,1,2.445158382704715e-07,0.9492087222907766,0.26246708945197916
Pt5Sn3O1,300K,300,Sn,1,1.0045577607182453e-07,0.8022468595037562,0.2801787565225654
Pt5Sn3O1,500K,500,Pt,1,2.1723760456364671e-07,0.8909174148408386,0.954752967425974
Pt5Sn3O1,500K,500,PtSn,1,2.2522295630070657e-07,0.887284947063217,0.7333767704330498
Pt5Sn3O1,500K,500,Sn,1,2.4709369817936494e-07,0.7095193507895109,0.12705896636715774
Pt5Sn3O1,600K,600,Pt,1,4.880765647693844e-07,0.7524312280659968,0.9962624789407544
Pt5Sn3O1,600K,600,PtSn,1,4.5516909912782016e-07,0.7876526368177031,0.9103586297334698
Pt5Sn3O1,600K,600,Sn,1,3.650403301284484e-07,0.848154280891131,0.6750802363874602
Pt5Sn3O1,800K,800,Pt,1,2.5289707518436784e-06,0.897365889487306,-0.4136728063523538
