composition,temperature,temp_value,element,n_runs,n_runs_original,n_runs_filtered,D_ensemble,R2_ensemble,intercept
pt7sn1-1,900K,900,PtSn,2,3,1,9.561221822471045e-07,0.84103658803232,4.571083977606587
pt7sn1-1,900K,900,Sn,2,3,1,7.423709796663163e-07,0.6629852494523327,3.660674258976553
pt6sn2,1000K,1000,Pt,2,3,1,1.1617422246735114e-06,0.7972569615291201,6.115614722138087
pt6sn2,1000K,1000,PtSn,2,3,1,1.2138327677226217e-06,0.8011693919563474,5.794992135616547
pt6sn2,1000K,1000,Sn,2,3,1,1.4706367791951497e-06,0.7576888896357193,4.214338419563048
pt6sn2,1100K,1100,Pt,2,3,1,3.1535195157880186e-06,0.9650041699494241,7.308233625660272
pt6sn2,1100K,1100,PtSn,2,3,1,3.196971802910176e-06,0.9666295274170892,6.989718382273171
pt6sn2,1100K,1100,Sn,2,3,1,3.411192654746618e-06,0.9439853160798264,5.419447451258783
pt6sn2,200K,200,Pt,3,3,0,5.396002315380191e-08,0.8025324365972748,0.3373061520358108
pt6sn2,200K,200,PtSn,3,3,0,5.6093287301179155e-08,0.8256734838955162,0.3299601021735702
pt6sn2,200K,200,Sn,3,3,0,6.661017256546705e-08,0.801998871675394,0.2937445532156611
pt6sn2,300K,300,Pt,3,3,0,-3.805524679203552e-10,0.015293440990760708,0.08245396846584477
pt6sn2,300K,300,PtSn,3,3,0,-1.5429786935751344e-10,0.0025634271009749364,0.08581905146813792
pt6sn2,300K,300,Sn,3,3,0,9.611237920699616e-10,0.03642039518382811,0.10240874860586606
pt6sn2,400K,400,Pt,3,3,0,4.859264983711485e-10,0.0049562687598176045,0.12036785092495132
pt6sn2,400K,400,PtSn,3,3,0,1.5023856342346534e-10,0.0004917342611398067,0.12597048337676472
pt6sn2,400K,400,Sn,3,3,0,-1.504686861587077e-09,0.03274129638893169,0.1535912102722712
pt6sn2,500K,500,Pt,3,3,0,6.88045837212405e-08,0.7942659282501952,0.12456452016703201
pt6sn2,500K,500,PtSn,3,3,0,6.289133670221259e-08,0.7842317613251039,0.14515682227587146
pt6sn2,500K,500,Sn,3,3,0,3.3739253024764656e-08,0.5670693809312762,0.246676210569536
pt6sn2,600K,600,Pt,3,3,0,3.9827087108329184e-07,0.7890092837205032,1.753793225140253
pt6sn2,600K,600,PtSn,3,3,0,3.80731298741066e-07,0.7824976159857303,1.6528729800294364
pt6sn2,600K,600,Sn,3,3,0,2.9426217924686013e-07,0.7202361242895997,1.1553422314441057
pt6sn2,700K,700,Pt,3,3,0,4.531893454383202e-07,0.7638542328289573,2.6867668623422767
pt6sn2,700K,700,PtSn,3,3,0,4.2474696335559373e-07,0.7830422592415704,2.514413198511295
pt6sn2,700K,700,Sn,3,3,0,2.8452809760459285e-07,0.8036520185097568,1.664717808773463
pt6sn2,800K,800,Pt,3,3,0,3.864038988746811e-07,0.953772849679544,1.6314952521283579
pt6sn2,800K,800,PtSn,3,3,0,3.313818048364408e-07,0.9409609228278882,1.5963871485946228
pt6sn2,800K,800,Sn,3,3,0,6.012605174652786e-08,0.18527802073400698,1.4233053960097775
pt6sn2,900K,900,Pt,2,3,1,5.092328636993472e-07,0.47204000451974737,6.699571689169526
pt6sn2,900K,900,PtSn,2,3,1,4.474971421760202e-07,0.4522816169647318,6.418397720002423
pt6sn2,900K,900,Sn,2,3,1,1.431443672802894e-07,0.11146826439811863,5.03222450845175
pt5sn3-1-best,1000K,1000,Pt,3,3,0,2.209534877297921e-06,0.9118221121103631,5.029286463103523
pt5sn3-1-best,1000K,1000,PtSn,3,3,0,2.282727902126724e-06,0.8913941471154302,4.0903173713506025
pt5sn3-1-best,1000K,1000,Sn,3,3,0,2.4831932572402425e-06,0.8224442893496798,1.5186163816413991
pt5sn3-1-best,1100K,1100,Pt,3,3,0,4.909063076509345e-06,0.8728695986592068,3.676116918507848
pt5sn3-1-best,1100K,1100,PtSn,3,3,0,5.327354388672066e-06,0.879143268589575,2.375132584542442
pt5sn3-1-best,1100K,1100,Sn,3,3,0,6.472997595881913e-06,0.8854089920941445,-1.188084649878114
pt5sn3-1-best,200K,200,Pt,3,3,0,-1.5504070575691988e-09,0.04899795117083665,0.1630503636405894
pt5sn3-1-best,200K,200,PtSn,3,3,0,-1.5746801953786228e-09,0.04883733169886106,0.1762592947708659
pt5sn3-1-best,200K,200,Sn,3,3,0,-1.6411829759679908e-09,0.03596938074826059,0.21243683459871357
pt5sn3-1-best,300K,300,Pt,3,3,0,2.5659156378821304e-09,0.023638151639169106,0.26055728817184204
pt5sn3-1-best,300K,300,PtSn,3,3,0,2.3960299470147933e-09,0.020306543561989365,0.28023099741563245
pt5sn3-1-best,300K,300,Sn,3,3,0,1.9307242314798085e-09,0.010103923280946099,0.33411459964790163
pt5sn3-1-best,400K,400,Pt,3,3,0,-4.4193985105045835e-09,0.04543052527139224,0.40385627422271275
pt5sn3-1-best,400K,400,PtSn,3,3,0,-4.097797267705117e-09,0.03904074560751153,0.4280072582160297
pt5sn3-1-best,400K,400,Sn,3,3,0,-3.2169757961975633e-09,0.01684760271219843,0.49415350366931526
pt5sn3-1-best,500K,500,Pt,3,3,0,-9.200284830927634e-09,0.1351334702319709,0.5298130776031154
pt5sn3-1-best,500K,500,PtSn,3,3,0,-9.853612195234593e-09,0.15498505009607352,0.5592204060455389
pt5sn3-1-best,500K,500,Sn,3,3,0,-1.1642980516462364e-08,0.1591868185721789,0.6397629423413066
pt5sn3-1-best,600K,600,Pt,3,3,0,3.246192550839251e-07,0.9423561707422675,0.8375845219079787
pt5sn3-1-best,600K,600,PtSn,3,3,0,3.122882682160745e-07,0.9381391850453448,0.9400042033369238
pt5sn3-1-best,600K,600,Sn,3,3,0,2.785155301263638e-07,0.868581254869406,1.2205171841412554
pt5sn3-1-best,700K,700,Pt,3,3,0,5.539618977842532e-07,0.9591100420507014,1.3468573080403092
pt5sn3-1-best,700K,700,PtSn,3,3,0,5.691542328799534e-07,0.9475328514678261,1.5086065972217413
pt5sn3-1-best,700K,700,Sn,3,3,0,6.107635298993958e-07,0.8977392828816245,1.9516169136178707
pt5sn3-1-best,800K,800,Pt,3,3,0,5.99138659981338e-07,0.8398221281530073,3.0658243306017288
pt5sn3-1-best,800K,800,PtSn,3,3,0,5.605131037604512e-07,0.8131912588016621,3.425591720045103
pt5sn3-1-best,800K,800,Sn,3,3,0,4.5472260498092096e-07,0.6590023816016883,4.410947575474632
pt5sn3-1-best,900K,900,Pt,2,3,1,7.935757840984317e-07,0.889541913226814,2.8717665536926713
pt5sn3-1-best,900K,900,PtSn,2,3,1,6.124741463898705e-07,0.8574412652885159,3.1052312324637783
pt5sn3-1-best,900K,900,Sn,2,3,1,1.1646182295264295e-07,0.22522436420815248,3.744661133181768
pt4sn4-2,1000K,1000,Pt,1,3,2,3.6272691723312105e-07,0.40929033002054543,2.409883072420672
pt4sn4-2,1000K,1000,PtSn,1,3,2,2.995813945896329e-07,0.4108924589396498,3.045150265445339
pt4sn4-2,1000K,1000,Sn,1,3,2,1.9581345660307551e-07,0.23820481938181962,4.089094650346519
pt4sn4-2,1100K,1100,Pt,3,3,0,6.850460206794567e-07,0.8504569452980577,3.7308555913996537
pt4sn4-2,1100K,1100,PtSn,3,3,0,7.267114887510022e-07,0.8712774244501045,3.862025211380634
pt4sn4-2,1100K,1100,Sn,3,3,0,7.951808566994166e-07,0.8674804620938747,4.077579452041019
pt4sn4-2,200K,200,Pt,3,3,0,-8.192366249385114e-09,0.044638784607235464,0.6258951626152855
pt4sn4-2,200K,200,PtSn,3,3,0,-7.969935814836059e-09,0.0433898715081888,0.6190910479823495
pt4sn4-2,200K,200,Sn,3,3,0,-7.60441533680083e-09,0.040774658984677,0.6079097066531463
pt4sn4-2,300K,300,Pt,3,3,0,2.5134088351648586e-07,0.6465949961098016,1.3128105160937606
pt4sn4-2,300K,300,PtSn,3,3,0,2.771728461082305e-07,0.6806069284495864,1.3047403419463048
pt4sn4-2,300K,300,Sn,3,3,0,3.196229573339919e-07,0.7236525880053788,1.2914783192971155
pt4sn4-2,400K,400,Pt,3,3,0,8.083012641138618e-07,0.9703464441036044,0.8773389100517104
pt4sn4-2,400K,400,PtSn,3,3,0,8.710536933012039e-07,0.9716121371260803,0.8546183450581069
pt4sn4-2,400K,400,Sn,3,3,0,9.74175788797171e-07,0.9711645212956469,0.8172820790383852
pt4sn4-2,500K,500,Pt,3,3,0,5.602494177657379e-07,0.9715099417751583,0.5819981635546023
pt4sn4-2,500K,500,PtSn,3,3,0,5.38573330065839e-07,0.9662328021525972,0.5619285757159709
pt4sn4-2,500K,500,Sn,3,3,0,5.029528572060254e-07,0.9392517674072434,0.5289471453828423
pt4sn4-2,600K,600,Pt,2,3,1,8.414059420912239e-07,0.9625066181520947,1.5166536789902043
pt4sn4-2,600K,600,PtSn,2,3,1,8.492282305482954e-07,0.9689645719427,1.5114193207416662
pt4sn4-2,600K,600,Sn,2,3,1,8.620824432126172e-07,0.9421102966356169,1.502818506177685
pt4sn4-2,700K,700,Pt,3,3,0,3.990127780908247e-08,0.1306916094064368,2.0708499265262206
pt4sn4-2,700K,700,PtSn,3,3,0,7.797436797283113e-08,0.43284288306109936,2.415164572198936
pt4sn4-2,700K,700,Sn,3,3,0,1.4054041149413604e-07,0.47087112430811384,2.980982577556935
pt4sn4-2,800K,800,Pt,3,3,0,6.631118456713742e-06,0.9771431840245595,-2.839566659043669
pt4sn4-2,800K,800,PtSn,3,3,0,6.594816740036482e-06,0.978369413880701,-2.5878588183047526
pt4sn4-2,800K,800,Sn,3,3,0,6.535159642767313e-06,0.9791444727963444,-2.1742185479810416
pt4sn4-2,900K,900,Pt,3,3,0,1.2809112658099267e-06,0.9062459768728792,4.509571850200076
pt4sn4-2,900K,900,PtSn,3,3,0,1.2726348356433808e-06,0.9277389200155809,4.439062119760132
pt4sn4-2,900K,900,Sn,3,3,0,1.2590334737184878e-06,0.9364404437826285,4.323193046732428
pt3sn5,200K,200,Pt,3,3,0,1.3370622465136583e-07,0.9388502404737874,0.30683208132571205
pt3sn5,200K,200,PtSn,3,3,0,1.39892644399442e-07,0.9444387371728274,0.35621195224088975
pt3sn5,200K,200,Sn,3,3,0,1.4599236794909444e-07,0.9346717316624452,0.40490001665681596
pt3sn5,300K,300,Pt,3,3,0,1.7172807747387333e-07,0.6763672467276347,1.3807718486850629
pt3sn5,300K,300,PtSn,3,3,0,3.06780476237002e-07,0.8126205205970536,1.3004908552320698
pt3sn5,300K,300,Sn,3,3,0,4.399406252114463e-07,0.8474888885289955,1.221334534753637
pt3sn5,400K,400,Pt,3,3,0,2.642305689048091e-07,0.9361148599223851,0.6173778459088477
pt3sn5,400K,400,PtSn,3,3,0,3.2266077108797845e-07,0.9636137321869613,0.7328652967204248
pt3sn5,400K,400,Sn,3,3,0,3.802723049493052e-07,0.9645576235974316,0.8467346366452815
pt3sn5,500K,500,Pt,3,3,0,3.3127090066421074e-07,0.8569442593697252,0.9400929156434579
pt3sn5,500K,500,PtSn,3,3,0,2.81331847802449e-07,0.8789732506753866,1.1626452812472166
pt3sn5,500K,500,Sn,3,3,0,2.3209243392276753e-07,0.8472648345857386,1.3820792820643817
pt3sn5,600K,600,Pt,3,3,0,2.312228888752591e-07,0.7467000273705174,1.097952202785801
pt3sn5,600K,600,PtSn,3,3,0,2.2899185538979508e-07,0.7934915896132404,1.3220141159602217
pt3sn5,600K,600,Sn,3,3,0,2.2679213011989154e-07,0.7830468288652257,1.5429363742133104
pt3sn5,700K,700,Pt,2,3,1,1.3887953439373104e-06,0.8714414074581898,0.4165558271466461
pt3sn5,700K,700,PtSn,2,3,1,1.395987625791792e-06,0.8737103523378056,0.75059329889904
pt3sn5,700K,700,Sn,2,3,1,1.4030786790416e-06,0.8711698001200151,1.0799514782115844
pt3sn5,800K,800,Pt,2,3,1,3.090372508766951e-07,0.447201634455533,3.803142162149981
pt3sn5,800K,800,PtSn,2,3,1,4.850829667733797e-07,0.7058917856019743,4.6906507090543625
pt3sn5,800K,800,Sn,2,3,1,6.586623327650382e-07,0.7263275894129704,5.565723618553273
pt3sn5,900K,900,Pt,2,3,1,3.447368749643313e-06,0.7792763374207886,-1.0397129186641756
pt3sn5,900K,900,PtSn,2,3,1,3.929760027712843e-06,0.8305293032188578,-0.8770528439807102
pt3sn5,900K,900,Sn,2,3,1,4.4053929374854645e-06,0.8651741208006103,-0.7166735929862327
pt8sn9-1-best,1000K,1000,Pt,2,5,3,5.761943820288393e-06,0.961485464591081,5.4588390249468155
pt8sn9-1-best,1000K,1000,PtSn,1,5,4,9.233154515968045e-06,0.9644447365352785,4.433398683287095
pt8sn9-1-best,1000K,1000,Sn,1,5,4,9.966972040073196e-06,0.9617261605844025,8.146210848593093
pt8sn9-1-best,200K,200,Pt,3,3,0,5.128904624453285e-09,0.01136918932938957,0.39662575698311264
pt8sn9-1-best,200K,200,PtSn,3,3,0,5.6763856790718974e-09,0.012772371094095368,0.420262269080005
pt8sn9-1-best,200K,200,Sn,3,3,0,6.47611591164806e-09,0.014670790459320751,0.4547887433830113
pt8sn9-1-best,300K,300,Pt,5,5,0,-4.876218038012119e-09,0.03312237376720844,0.5789509097597353
pt8sn9-1-best,300K,300,PtSn,5,5,0,-5.830976719813196e-09,0.042274972131902476,0.6264365449917171
pt8sn9-1-best,300K,300,Sn,5,5,0,-7.225597699065882e-09,0.0544112422569979,0.6958000268412844
pt8sn9-1-best,400K,400,Pt,5,5,0,7.177345473962709e-07,0.9902355892734115,1.0733093679546237
pt8sn9-1-best,400K,400,PtSn,5,5,0,8.287881990506117e-07,0.986220799323752,1.2672578651528683
pt8sn9-1-best,400K,400,Sn,5,5,0,9.910071903046891e-07,0.9776938113289261,1.5505636358998682
pt8sn9-1-best,500K,500,Pt,5,5,0,1.059526330722472e-06,0.9688448596341555,0.6293496072706173
pt8sn9-1-best,500K,500,PtSn,5,5,0,1.2188610752816709e-06,0.96183006653838,0.5394872072827885
pt8sn9-1-best,500K,500,Sn,5,5,0,1.4516057907716862e-06,0.9522287306591789,0.40822171853524747
pt8sn9-1-best,600K,600,Pt,5,5,0,1.848000630217522e-07,0.8973303017478369,1.8043008678962948
pt8sn9-1-best,600K,600,PtSn,5,5,0,2.9829558693258814e-07,0.9645896509827506,2.0264830536504244
pt8sn9-1-best,600K,600,Sn,5,5,0,4.640814627207169e-07,0.9671203318746286,2.351030107390113
pt8sn9-1-best,700K,700,Pt,5,5,0,1.001112181347906e-06,0.958037650718447,3.1395429273246807
pt8sn9-1-best,700K,700,PtSn,5,5,0,1.4206665197405715e-06,0.9677595982496482,3.6530342256355075
pt8sn9-1-best,700K,700,Sn,5,5,0,2.0335203844720632e-06,0.9712288676596583,4.403104029246512
pt8sn9-1-best,800K,800,Pt,5,5,0,6.886005869852119e-07,0.9675019498973345,2.9883607833743078
pt8sn9-1-best,800K,800,PtSn,5,5,0,9.163102153944251e-07,0.98664386803254,3.3492874835397366
pt8sn9-1-best,800K,800,Sn,5,5,0,1.2489314866108167e-06,0.9874981192397151,3.8765030783244736
pt8sn9-1-best,900K,900,Pt,1,5,4,9.215360945300773e-07,0.7650972892677814,9.875222840572114
pt8sn8-1-best,1000K,1000,Pt,2,5,3,2.010589083656968e-06,0.9544701692449792,7.772447663766181
pt8sn8-1-best,1000K,1000,PtSn,1,5,4,1.8778326968023963e-06,0.8869993036565671,6.157946782734971
pt8sn8-1-best,1000K,1000,Sn,1,5,4,2.5786403207312142e-06,0.8730731892759754,5.825600001409033
pt8sn8-1-best,200K,200,Pt,3,3,0,-8.83389346476586e-09,0.07895246327745196,0.48660482691438844
pt8sn8-1-best,200K,200,PtSn,3,3,0,-8.740857441545344e-09,0.07010773456282203,0.5118531368053122
pt8sn8-1-best,200K,200,Sn,3,3,0,-8.58797315773655e-09,0.0574049193234044,0.5533441968253103
pt8sn8-1-best,300K,300,Pt,4,5,1,7.33195264749778e-11,4.060241184013605e-06,0.6013334456588715
pt8sn8-1-best,300K,300,PtSn,4,5,1,-2.1866997308234858e-10,3.1145271315742775e-05,0.6424624495630487
pt8sn8-1-best,300K,300,Sn,4,5,1,-6.984829841021057e-10,0.00025162545171716276,0.7100503727175838
pt8sn8-1-best,400K,400,Pt,5,5,0,1.5168742423629518e-08,0.07164240466997757,0.9169410966460732
pt8sn8-1-best,400K,400,PtSn,5,5,0,1.4896608825602167e-08,0.062281373462425724,0.9768182522063513
pt8sn8-1-best,400K,400,Sn,5,5,0,1.44494836447074e-08,0.04932936617850344,1.075215285173363
pt8sn8-1-best,500K,500,Pt,5,5,0,6.83735568273322e-07,0.9672037049518912,0.8162681016984505
pt8sn8-1-best,500K,500,PtSn,5,5,0,8.028262524777528e-07,0.9631020300947671,1.1028893636778019
pt8sn8-1-best,500K,500,Sn,5,5,0,9.985299765670438e-07,0.949050319303487,1.5738985372384358
pt8sn8-1-best,600K,600,Pt,5,5,0,1.4082221049190772e-06,0.9657130135923602,2.2733541104896027
pt8sn8-1-best,600K,600,PtSn,5,5,0,1.473302357629702e-06,0.9616841966037123,2.6454677542312384
pt8sn8-1-best,600K,600,Sn,5,5,0,1.5802496597550013e-06,0.9532746684787067,3.256969434836936
pt8sn8-1-best,700K,700,Pt,4,5,1,1.3083349039318029e-06,0.966727572054627,0.5444721233555452
pt8sn8-1-best,700K,700,PtSn,4,5,1,1.0966992815539338e-06,0.9701903587244083,1.762885080400796
pt8sn8-1-best,700K,700,Sn,4,5,1,7.48915358539177e-07,0.9422265159267375,3.7651225244592235
pt8sn8-1-best,800K,800,Pt,5,5,0,7.058262132101673e-07,0.9458765919039871,5.0632422878576815
pt8sn8-1-best,800K,800,PtSn,5,5,0,9.983754082250626e-07,0.9788553803310636,4.835518341614525
pt8sn8-1-best,800K,800,Sn,5,5,0,1.4791263615921668e-06,0.9831646763964033,4.461295420725903
pt8sn8-1-best,900K,900,Pt,1,5,4,2.537740842761363e-06,0.8318170635109423,7.790116155173987
pt8sn8-1-best,900K,900,PtSn,1,5,4,2.6479243628622835e-06,0.8376839681165769,8.110728725204455
pt8sn8-1-best,900K,900,Sn,1,5,4,2.8289910588875663e-06,0.8322914772010331,8.637598056874083
pt8sn7-1-best,1000K,1000,Pt,5,5,0,1.5255875564564794e-06,0.942871380782153,5.457319381272853
pt8sn7-1-best,1000K,1000,PtSn,5,5,0,1.3655367464888648e-06,0.9304710831319964,6.206453152601497
pt8sn7-1-best,1000K,1000,Sn,5,5,0,1.0649502651335177e-06,0.8781887906845068,7.613381970273004
pt8sn7-1-best,1100K,1100,Pt,3,5,2,2.4808176056758923e-06,0.9841111640249011,2.5270067063519264
pt8sn7-1-best,1100K,1100,PtSn,3,5,2,2.856288427282726e-06,0.9821510289775925,2.1111406220475377
pt8sn7-1-best,1100K,1100,Sn,3,5,2,3.56145163089369e-06,0.9663916317113422,1.3301116022246227
pt8sn7-1-best,200K,200,Pt,3,3,0,1.4285576036737047e-09,0.021743053433636042,0.17017688313447646
pt8sn7-1-best,200K,200,PtSn,3,3,0,2.0465036472807714e-09,0.038767904272552486,0.18346504191033683
pt8sn7-1-best,200K,200,Sn,3,3,0,3.207044019604579e-09,0.06912000299607819,0.20842130350532526
pt8sn7-1-best,300K,300,Pt,4,5,1,6.088405300698769e-09,0.19736926096300597,0.3127305891372335
pt8sn7-1-best,300K,300,PtSn,4,5,1,5.143147310825885e-09,0.13714563238162847,0.4041472240243823
pt8sn7-1-best,300K,300,Sn,4,5,1,3.367865934434149e-09,0.029321340612974138,0.5758346998527383
pt8sn7-1-best,400K,400,Pt,4,5,1,9.004166867924058e-09,0.09887353073151406,0.329882757265431
pt8sn7-1-best,400K,400,PtSn,4,5,1,7.1598651857001715e-09,0.08364901040368385,0.37472984612063115
pt8sn7-1-best,400K,400,Sn,4,5,1,3.696135480080058e-09,0.028880083804089293,0.45895618945744854
pt8sn7-1-best,500K,500,Pt,4,5,1,7.402423257878121e-08,0.8325419824797139,0.32242059719484933
pt8sn7-1-best,500K,500,PtSn,4,5,1,5.545283514457696e-08,0.80738283177909,0.3995766556035475
pt8sn7-1-best,500K,500,Sn,4,5,1,2.057440453805261e-08,0.41337553313860453,0.5444814459959808
pt8sn7-1-best,600K,600,Pt,4,5,1,1.764410859017931e-07,0.9237523189575172,0.9079321465590054
pt8sn7-1-best,600K,600,PtSn,4,5,1,1.5447990899649152e-07,0.8985470203799705,1.0095792974954092
pt8sn7-1-best,600K,600,Sn,4,5,1,1.1323534093056756e-07,0.7412675272216518,1.2004798872087408
pt8sn7-1-best,700K,700,Pt,4,5,1,2.7581236567677195e-07,0.9076151288804795,1.6859982414011205
pt8sn7-1-best,700K,700,PtSn,3,5,2,2.256635043506704e-07,0.7965638602380685,1.9417895526720328
pt8sn7-1-best,700K,700,Sn,3,5,2,1.9249357251275562e-07,0.8110338949728333,1.8673047355017618
pt8sn7-1-best,800K,800,Pt,4,5,1,3.983001873464878e-07,0.9472293444188171,1.8844825377072643
pt8sn7-1-best,800K,800,PtSn,4,5,1,5.105906096016229e-07,0.9853440793177002,1.798027810705999
pt8sn7-1-best,800K,800,Sn,4,5,1,7.214804535104355e-07,0.9425868866139023,1.6356604015021734
pt8sn7-1-best,900K,900,Pt,5,5,0,6.993222951040864e-07,0.9791572457961236,2.2886046933031436
pt8sn7-1-best,900K,900,PtSn,5,5,0,7.950038859632801e-07,0.9828362461147283,2.513218672493526
pt8sn7-1-best,900K,900,Sn,5,5,0,9.747013203439683e-07,0.9814990715888561,2.935061139298056
pt8sn6-1-best,1000K,1000,Pt,4,5,1,2.025161546721453e-06,0.9482738292061116,5.519629798281107
pt8sn6-1-best,1000K,1000,PtSn,4,5,1,2.151726989170112e-06,0.9775447334954325,5.170668144967282
pt8sn6-1-best,1000K,1000,Sn,4,5,1,2.429043152203139e-06,0.9799895260591281,4.406065287532989
pt8sn6-1-best,1100K,1100,Pt,1,5,4,2.574452388248303e-06,0.9647975570755836,8.31985003314687
pt8sn6-1-best,1100K,1100,PtSn,1,5,4,2.7440574582946215e-06,0.9655291156395669,7.952031716328122
pt8sn6-1-best,1100K,1100,Sn,1,5,4,3.1156784756158413e-06,0.9331565732394265,7.1461062670151065
pt8sn6-1-best,200K,200,Pt,3,3,0,-2.069693195982923e-08,0.2605339316611698,0.5273633284217953
pt8sn6-1-best,200K,200,PtSn,3,3,0,-2.0052253751465718e-08,0.24816606936837746,0.5417309851482263
pt8sn6-1-best,200K,200,Sn,3,3,0,-1.8639714233406197e-08,0.2162466752496914,0.57321192220173
pt8sn6-1-best,300K,300,Pt,4,5,1,2.1347247786770008e-09,0.031876173384187564,0.23154799303271031
pt8sn6-1-best,300K,300,PtSn,4,5,1,2.8442011829561426e-09,0.047869994589394824,0.2484435168216005
pt8sn6-1-best,300K,300,Sn,4,5,1,4.398725992954225e-09,0.0783374286704215,0.285463166822112
pt8sn6-1-best,400K,400,Pt,4,5,1,3.6732041113741845e-08,0.329384179877829,0.942455077597625
pt8sn6-1-best,400K,400,PtSn,4,5,1,4.384303891026039e-08,0.3738125225969254,1.007709504123578
pt8sn6-1-best,400K,400,Sn,4,5,1,5.9423798446908835e-08,0.4238148804415612,1.150688302406212
pt8sn6-1-best,500K,500,Pt,4,5,1,5.1325222068353087e-08,0.5860766406121779,0.9259478882002083
pt8sn6-1-best,500K,500,PtSn,4,5,1,5.293770418159106e-08,0.5720515444679203,1.0123075008020488
pt8sn6-1-best,500K,500,Sn,4,5,1,5.647071542328777e-08,0.5165807998800724,1.2015296558168662
pt8sn6-1-best,600K,600,Pt,4,5,1,3.1132212252768646e-08,0.3176520703362277,1.0829751615954373
pt8sn6-1-best,600K,600,PtSn,4,5,1,2.6040652754068467e-08,0.2232889827431117,1.2308184230351171
pt8sn6-1-best,600K,600,Sn,4,5,1,1.4884707015156639e-08,0.054033595179761224,1.5547558037200446
pt8sn6-1-best,700K,700,Pt,4,5,1,1.1130045389563975e-06,0.9298462173174951,2.1525689483814983
pt8sn6-1-best,700K,700,PtSn,4,5,1,1.0659266937827522e-06,0.9184626071388147,2.594456253793327
pt8sn6-1-best,700K,700,Sn,4,5,1,9.627750765434067e-07,0.8774560971167354,3.562671691233888
pt8sn6-1-best,800K,800,Pt,4,5,1,1.3331068094222063e-06,0.9789062581242626,3.8840363031045406
pt8sn6-1-best,800K,800,PtSn,4,5,1,1.4353459946107478e-06,0.9775112340701054,4.327428764491692
pt8sn6-1-best,800K,800,Sn,4,5,1,1.6593609889414673e-06,0.9668985381482877,5.298944498166978
pt8sn6-1-best,900K,900,Pt,3,5,2,9.5534576526266e-07,0.9716949506738082,3.6950415625239668
pt8sn6-1-best,900K,900,PtSn,3,5,2,1.0523208441044153e-06,0.975246375430954,3.80744450717461
pt8sn6-1-best,900K,900,Sn,3,5,2,1.2648025684391143e-06,0.9665791116289908,4.053726456733299
pt8sn5-1-best,1000K,1000,Pt,2,5,3,4.058727943877232e-06,0.9301127741747593,4.878347864190445
pt8sn5-1-best,1000K,1000,PtSn,2,5,3,4.479133758887487e-06,0.9144594665257632,4.218666809974497
pt8sn5-1-best,1000K,1000,Sn,2,5,3,5.584507315728952e-06,0.8757004808767183,2.484160364370183
pt8sn5-1-best,200K,200,Pt,3,3,0,5.2099562057296005e-08,0.8233037768378928,0.29261053790917735
pt8sn5-1-best,200K,200,PtSn,3,3,0,5.649997753441518e-08,0.7839181108603823,0.3774525960673998
pt8sn5-1-best,200K,200,Sn,3,3,0,6.8069990407551e-08,0.6732550685707286,0.6005281196172942
pt8sn5-1-best,300K,300,Pt,4,5,1,8.925729874734627e-09,0.1991071176344621,0.3061047394544103
pt8sn5-1-best,300K,300,PtSn,4,5,1,9.774764341898717e-09,0.1798908715299834,0.3619969879266289
pt8sn5-1-best,300K,300,Sn,4,5,1,1.2007133055115265e-08,0.13978858372334677,0.5089546316098102
pt8sn5-1-best,400K,400,Pt,5,5,0,9.552367017315538e-09,0.23131421241307062,0.40390550497443106
pt8sn5-1-best,400K,400,PtSn,5,5,0,1.285030255270538e-08,0.273568653116953,0.4627239063630977
pt8sn5-1-best,400K,400,Sn,5,5,0,2.1521574744972534e-08,0.31361512818343634,0.617375280170272
pt8sn5-1-best,500K,500,Pt,5,5,0,4.286993554027323e-08,0.5103488052341564,0.7946911080773291
pt8sn5-1-best,500K,500,PtSn,5,5,0,3.944983804532552e-08,0.4516166223696842,0.8901436816333198
pt8sn5-1-best,500K,500,Sn,5,5,0,3.0457329823127456e-08,0.2634103456796958,1.141117546132336
pt8sn5-1-best,600K,600,Pt,4,5,1,5.828539988805025e-07,0.9690123207183912,1.3762932410882893
pt8sn5-1-best,600K,600,PtSn,4,5,1,6.455915152544173e-07,0.9612598805998079,1.8127321766029296
pt8sn5-1-best,600K,600,Sn,4,5,1,8.105476663335401e-07,0.9309875529162197,2.9602613786764866
pt8sn5-1-best,700K,700,Pt,4,5,1,2.2314669281965017e-07,0.8967930245907098,1.0522204693824384
pt8sn5-1-best,700K,700,PtSn,4,5,1,2.5679017578680616e-07,0.9000128424906944,1.152444258896628
pt8sn5-1-best,700K,700,Sn,4,5,1,3.4524914694571993e-07,0.8850158189738261,1.4159623618686652
pt8sn5-1-best,800K,800,Pt,5,5,0,1.6002630302581054e-06,0.9923437871530854,3.1568200859500077
pt8sn5-1-best,800K,800,PtSn,5,5,0,1.4193498697812745e-06,0.988272355765756,3.9989405346862252
pt8sn5-1-best,800K,800,Sn,5,5,0,9.436733043391495e-07,0.9218115342535317,6.213132217846768
pt8sn5-1-best,900K,900,Pt,2,5,3,1.9133071299617287e-06,0.9663191085240636,2.5784734355193795
pt8sn5-1-best,900K,900,PtSn,2,5,3,2.1024168718508097e-06,0.9724006419170502,3.2678759555416583
pt8sn5-1-best,900K,900,Sn,1,5,4,3.873405799689546e-06,0.9042260567013117,-3.6158666738281937
