composition,temperature,temp_value,element,n_runs,n_runs_original,n_runs_filtered,D_ensemble,R2_ensemble,intercept
Sn5O2Pt4,300K,300,PtSn,4,6,2,6.125376305321364e-09,0.03817351679146817,0.47474400236526454
Sn5O2Pt4,300K,300,Sn,4,6,2,4.082789934404487e-09,0.019221943186209053,0.46187870389275104
Sn5O2Pt4,400K,400,Pt,6,6,0,-3.4008637882808477e-09,0.00360157001167774,0.8165773121780621
Sn5O2Pt4,400K,400,PtSn,6,6,0,-6.315024572838134e-10,0.00015665835914281727,0.7538761185719397
Sn5O2Pt4,400K,400,Sn,6,6,0,3.0092340995970853e-09,0.0046569222243370255,0.6714458237984616
Sn5O2Pt4,500K,500,Pt,6,6,0,5.870205627724565e-08,0.6147501253692639,0.7329300866775776
Sn5O2Pt4,500K,500,PtSn,6,6,0,3.8514384609246275e-08,0.5736941040429682,0.6962613061695706
Sn5O2Pt4,500K,500,Sn,6,6,0,1.1974647109817525e-08,0.15577295079031744,0.6480544179243112
Sn5O2Pt4,600K,600,Pt,5,6,1,2.653082776791505e-08,0.1512696306734657,1.3898809327017494
Sn5O2Pt4,600K,600,PtSn,5,6,1,2.363815427588046e-08,0.18323726139571528,1.2940223648001696
Sn5O2Pt4,600K,600,Sn,3,6,3,2.059400895746326e-08,0.07500603135916692,0.9195048247620953
Sn5O2Pt4,700K,700,Pt,5,6,1,1.3657146155613931e-08,0.0348002238156438,1.6853095214072078
Sn5O2Pt4,700K,700,PtSn,3,6,3,3.0281234487510246e-09,0.0018090305159169982,1.459735681978689
Sn5O2Pt4,700K,700,Sn,5,6,1,6.63364792212358e-09,0.006270882966692749,1.5352555836383321
Sn5O2Pt4,800K,800,Pt,6,6,0,4.373765948813409e-07,0.9318660605493835,1.5283198082052234
Sn5O2Pt4,800K,800,PtSn,6,6,0,2.7142260078734485e-07,0.8886144315810152,1.626799409025944
Sn5O2Pt4,800K,800,Sn,6,6,0,5.325082386946798e-08,0.21714555787367282,1.7562652892997583
Sn5O2Pt4,900K,900,Pt,3,6,3,1.4872941830922705e-07,0.3965484171410016,4.102135512607676
Sn5O2Pt4,900K,900,PtSn,3,6,3,3.8388742155335e-08,0.06105936240154135,3.6037537937204807
Sn5O2Pt4,900K,900,Sn,5,6,1,-3.5189935346176935e-08,0.0785674486538462,2.5202941927613907
Sn3O2Pt2,1000K,1000,Pt,3,6,3,1.1854503432934214e-08,0.02279680608437026,1.039685555154061
Sn3O2Pt2,1000K,1000,PtSn,3,6,3,4.295041512776272e-09,0.005751932140361493,0.9086749648015104
Sn3O2Pt2,1000K,1000,Sn,5,6,1,-5.252384584962983e-09,0.02661704521330721,0.7482548994887293
Sn3O2Pt2,1100K,1100,Pt,5,6,1,5.884622780937285e-09,0.005090644005741951,1.2153135411398508
Sn3O2Pt2,1100K,1100,PtSn,5,6,1,-1.3298275493289245e-09,0.0005790341219981224,1.0273145537227575
Sn3O2Pt2,1100K,1100,Sn,5,6,1,-9.233546487742386e-09,0.06936281793428024,0.8213532828497557
Sn3O2Pt2,200K,200,Pt,6,6,0,4.766238678656758e-10,0.030205808419367184,0.04838027957721356
Sn3O2Pt2,200K,200,PtSn,6,6,0,6.863592216543647e-10,0.08534931384234884,0.05107920948540812
Sn3O2Pt2,200K,200,Sn,6,6,0,9.161328441943569e-10,0.13816087561340068,0.054036005430797916
Sn3O2Pt2,300K,300,Pt,3,6,3,1.5355461110415052e-09,0.09403899496405634,0.06986044217441284
Sn3O2Pt2,300K,300,PtSn,4,6,2,1.7508684843170112e-09,0.20206798788922548,0.07654967088421721
Sn3O2Pt2,300K,300,Sn,3,6,3,1.5044626401655846e-09,0.10307480171098497,0.0850921465508607
Sn3O2Pt2,400K,400,Pt,5,6,1,-1.3952170995276755e-09,0.12134170680980094,0.0914322801212217
Sn3O2Pt2,400K,400,PtSn,5,6,1,-2.555906871381057e-10,0.005287336781865108,0.09859415907827077
Sn3O2Pt2,400K,400,Sn,5,6,1,9.929242481246164e-10,0.0450882493063342,0.10644027752723302
Sn3O2Pt2,500K,500,Pt,5,6,1,2.2324663163603677e-09,0.016976780818528995,0.19546333680948572
Sn3O2Pt2,500K,500,PtSn,5,6,1,1.9749051418976677e-09,0.023953008293978083,0.18592010553474866
Sn3O2Pt2,500K,500,Sn,5,6,1,1.6927376810104786e-09,0.036210901595722836,0.17546506694488087
Sn3O2Pt2,600K,600,Pt,6,6,0,5.528745752741395e-08,0.5574263989262369,0.3767990648417543
Sn3O2Pt2,600K,600,PtSn,6,6,0,4.3647065834259774e-08,0.5718495244533496,0.3327415592224009
Sn3O2Pt2,600K,600,Sn,6,6,0,3.089449925067989e-08,0.5830171998376651,0.28447471266977786
Sn3O2Pt2,700K,700,Pt,5,6,1,3.794660956766524e-08,0.5212784424552843,0.37465391284131755
Sn3O2Pt2,700K,700,PtSn,5,6,1,3.133175922108707e-08,0.5385079587458802,0.34593989465267044
Sn3O2Pt2,700K,700,Sn,3,6,3,2.4165709322470743e-08,0.5197588774418576,0.2639388325659484
Sn3O2Pt2,800K,800,Pt,4,6,2,1.9957997593912766e-08,0.10059470838155049,0.8510611415175967
Sn3O2Pt2,800K,800,PtSn,4,6,2,1.8571286066700254e-08,0.15455489778610393,0.7133549315258808
Sn3O2Pt2,800K,800,Sn,4,6,2,1.705213241545569e-08,0.231208851958248,0.5624915101268182
Sn3O2Pt2,900K,900,Pt,6,6,0,-1.1069021824938246e-08,0.07438607704676246,1.1082193122773556
Sn3O2Pt2,900K,900,PtSn,6,6,0,-1.170971495934194e-08,0.11645963640499271,0.9691130947488099
Sn3O2Pt2,900K,900,Sn,6,6,0,-1.2411614024511529e-08,0.137478639716435,0.8167161611675644
Pt3Sn3O2,1000K,1000,Pt,5,6,1,1.8675853685231475e-07,0.8094808251105846,1.68576419285019
Pt3Sn3O2,1000K,1000,PtSn,5,6,1,1.2096182260092994e-07,0.7955657707232222,1.339488852241492
Pt3Sn3O2,1000K,1000,Sn,5,6,1,1.2837062303603218e-08,0.1600284373011841,0.7704492595215654
Pt3Sn3O2,1100K,1100,Pt,4,6,2,1.969283452195456e-07,0.8104025401473278,1.9035021235259015
Pt3Sn3O2,1100K,1100,PtSn,2,6,4,2.0842497786259808e-08,0.066407299361838,1.5612448712583518
Pt3Sn3O2,1100K,1100,Sn,2,6,4,-8.24319994095478e-09,0.027582217159947,0.8960960497330468
Pt3Sn3O2,200K,200,Pt,5,6,1,-5.550450517795453e-09,0.48168349343096195,0.14834525198115847
Pt3Sn3O2,200K,200,PtSn,5,6,1,-5.116261028777493e-09,0.4762870403977316,0.14712071678942407
Pt3Sn3O2,200K,200,Sn,5,6,1,-4.402756856311808e-09,0.3914122758511395,0.1451084685822109
Pt3Sn3O2,300K,300,Pt,6,6,0,1.2773213249331341e-09,0.010619018961079101,0.24255282034140918
Pt3Sn3O2,300K,300,PtSn,6,6,0,1.702788020749477e-09,0.03533792905696265,0.20076466785036562
Pt3Sn3O2,300K,300,Sn,6,6,0,2.4019593873638757e-09,0.16157204183812987,0.13209359077307317
Pt3Sn3O2,400K,400,Pt,4,6,2,-1.3488161950046403e-10,3.114282664653839e-05,0.3733655976610904
Pt3Sn3O2,400K,400,PtSn,4,6,2,2.2575096289225666e-10,0.00016404058857825897,0.30947806585841864
Pt3Sn3O2,400K,400,Sn,4,6,2,8.183931159804529e-10,0.004586557069856488,0.20449069932045053
Pt3Sn3O2,500K,500,Pt,5,6,1,2.1570417133667614e-09,0.0033820582846581736,0.7180330020871074
Pt3Sn3O2,500K,500,PtSn,5,6,1,9.447486135597894e-10,0.0014283420294052913,0.5693046381960803
Pt3Sn3O2,500K,500,Sn,5,6,1,-1.0474112671413162e-09,0.008124800671630386,0.32489696864726186
Pt3Sn3O2,600K,600,Pt,4,6,2,2.6620280486021387e-08,0.2956500695765225,0.5981222927541316
Pt3Sn3O2,600K,600,PtSn,4,6,2,1.793654684244372e-08,0.302907269543479,0.4926080697891263
Pt3Sn3O2,600K,600,Sn,4,6,2,3.6664165534924115e-09,0.07487595258036925,0.3192150374152539
Pt3Sn3O2,700K,700,Pt,6,6,0,4.6843357509852e-08,0.43752770052276146,1.1721616160029495
Pt3Sn3O2,700K,700,PtSn,6,6,0,3.9232429665901924e-08,0.5089193241773756,0.9043204973763462
Pt3Sn3O2,700K,700,Sn,6,6,0,2.672526716759258e-08,0.6036376025985948,0.46417300614783225
Pt3Sn3O2,800K,800,Pt,4,6,2,5.01008448066537e-08,0.43171758171807073,0.9209530461030595
Pt3Sn3O2,800K,800,PtSn,4,6,2,3.8138249091216744e-08,0.44031819483808693,0.7536813661255286
Pt3Sn3O2,800K,800,Sn,2,6,4,1.6490245623849804e-08,0.10431769076300088,0.5897979872830885
Pt3Sn3O2,900K,900,Pt,5,6,1,2.1629624102556027e-07,0.8667227374090969,1.6830443140531712
Pt3Sn3O2,900K,900,PtSn,5,6,1,1.5042585625007238e-07,0.8785123082590355,1.2905626368272989
Pt3Sn3O2,900K,900,Sn,5,6,1,4.2179960967764357e-08,0.6806686763214593,0.6455917642307119
O2Sn8Pt7,1000K,1000,Pt,3,6,3,1.2712193424066134e-06,0.9339830725259066,4.309993284202025
O2Sn8Pt7,1000K,1000,PtSn,3,6,3,1.1825153777738805e-06,0.9615196231725149,5.006930158058544
O2Sn8Pt7,1000K,1000,Sn,2,6,4,1.0394458603732528e-06,0.9194189553522929,2.835947277764401
O2Sn8Pt7,1100K,1100,Pt,3,6,3,3.3366131078286034e-06,0.9392729099354451,5.863600063699511
O2Sn8Pt7,1100K,1100,PtSn,3,6,3,3.293217115348867e-06,0.9341657295535906,5.723347824335924
O2Sn8Pt7,1100K,1100,Sn,2,6,4,3.193552433734843e-06,0.923015828272813,8.27057924805042
O2Sn8Pt7,200K,200,Pt,6,6,0,2.289028741972874e-10,0.015796764285079045,0.05816423033337254
O2Sn8Pt7,200K,200,PtSn,6,6,0,3.197410678890287e-10,0.031435469107576025,0.06668735503345292
O2Sn8Pt7,200K,200,Sn,6,6,0,4.5035668984427826e-10,0.04623143791923259,0.07894277409124421
O2Sn8Pt7,300K,300,Pt,6,6,0,-1.2577027361943005e-09,0.006024797202303788,0.4324093653044305
O2Sn8Pt7,300K,300,PtSn,6,6,0,-7.805507462722469e-10,0.002887416223245885,0.4039346133371191
O2Sn8Pt7,300K,300,Sn,6,6,0,-9.445583026172221e-11,5.282700446032851e-05,0.3629907540270975
O2Sn8Pt7,400K,400,Pt,5,6,1,6.646136469435516e-08,0.9086194404187391,0.2616763618772899
O2Sn8Pt7,400K,400,PtSn,5,6,1,6.852922340711107e-08,0.9048285862279164,0.271448525497174
O2Sn8Pt7,400K,400,Sn,5,6,1,7.150260009119539e-08,0.8905730694870484,0.2854999620357836
O2Sn8Pt7,500K,500,Pt,5,6,1,2.0118394690937522e-08,0.6750038457162826,0.25738905941379364
O2Sn8Pt7,500K,500,PtSn,5,6,1,2.0478814116741904e-08,0.6691501402957616,0.2768488086151695
O2Sn8Pt7,500K,500,Sn,5,6,1,2.0997047860155606e-08,0.6139032813129159,0.3048300824491921
O2Sn8Pt7,600K,600,Pt,3,6,3,1.6292770791744094e-08,0.16422838178093146,0.3749744178461949
O2Sn8Pt7,600K,600,PtSn,5,6,1,6.538531588755182e-09,0.05213314814350119,0.6614617230395159
O2Sn8Pt7,600K,600,Sn,4,6,2,-5.064660607880778e-10,0.00033764477002438053,0.5974954025995265
O2Sn8Pt7,700K,700,Pt,6,6,0,4.010324989439378e-07,0.9757671408493207,1.4682838344697298
O2Sn8Pt7,700K,700,PtSn,6,6,0,3.9926466405242824e-07,0.9851131366651107,1.4586341743835756
O2Sn8Pt7,700K,700,Sn,6,6,0,3.967226851282529e-07,0.9872437854959857,1.4447592852987232
O2Sn8Pt7,800K,800,Pt,6,6,0,5.65024474056097e-07,0.9490850786483019,2.349147312246707
O2Sn8Pt7,800K,800,PtSn,6,6,0,3.8818422453301067e-07,0.8763301995173606,2.4760527383991024
O2Sn8Pt7,800K,800,Sn,6,6,0,1.339054058714413e-07,0.3591355974944209,2.65853103824969
O2Sn8Pt7,900K,900,Pt,4,6,2,5.039962755657018e-07,0.9448338100642933,3.2068702474639053
O2Sn8Pt7,900K,900,PtSn,2,6,4,7.841641219295811e-07,0.9241378569025398,3.9289755700926303
O2Sn8Pt7,900K,900,Sn,2,6,4,1.146912174541561e-06,0.9495609734656368,3.1892644166090003
O2Pt7Sn7,1000K,1000,Pt,5,6,1,1.7750200710233595e-06,0.9828125264945479,5.975641310197574
O2Pt7Sn7,1000K,1000,PtSn,3,6,3,1.9097312969778243e-06,0.980904037972945,5.175112606185925
O2Pt7Sn7,1000K,1000,Sn,3,6,3,1.440601774508923e-06,0.9638480872983336,4.0521468962945395
O2Pt7Sn7,1100K,1100,Pt,1,6,5,2.659739422337898e-06,0.9346768343186079,0.5565175652787637
O2Pt7Sn7,1100K,1100,PtSn,2,6,4,2.206964840127833e-06,0.9847716498662444,4.499521576706401
O2Pt7Sn7,1100K,1100,Sn,2,6,4,1.9032207710783824e-06,0.9636194492471488,2.406992699866013
O2Pt7Sn7,200K,200,Pt,4,6,2,4.288383690082787e-09,0.2548760139321968,0.13749218159956417
O2Pt7Sn7,200K,200,PtSn,4,6,2,4.122335329854031e-09,0.25479515269922076,0.13763718555997018
O2Pt7Sn7,200K,200,Sn,4,6,2,3.849464639659438e-09,0.23179681016040424,0.1378754901607069
O2Pt7Sn7,300K,300,Pt,6,6,0,-4.877352520150709e-09,0.009586053565737348,0.7615056815303737
O2Pt7Sn7,300K,300,PtSn,6,6,0,-5.5687322522686445e-09,0.013288129963465987,0.7424864121752727
O2Pt7Sn7,300K,300,Sn,6,6,0,-6.7048972577221155e-09,0.02112178650933467,0.7112318549588871
O2Pt7Sn7,400K,400,Pt,6,6,0,-9.563507063560453e-09,0.11973571615541065,0.7146081985863113
O2Pt7Sn7,400K,400,PtSn,6,6,0,-7.54345651196761e-09,0.0901980390065164,0.6918018720325797
O2Pt7Sn7,400K,400,Sn,6,6,0,-4.2239048988581845e-09,0.03557189642391827,0.654324057099547
O2Pt7Sn7,500K,500,Pt,6,6,0,2.6742076630985404e-07,0.9807129602642003,0.7334070719102914
O2Pt7Sn7,500K,500,PtSn,6,6,0,2.562026791900817e-07,0.9808279025586742,0.7219249769324982
O2Pt7Sn7,500K,500,Sn,6,6,0,2.377678396546923e-07,0.9772664744339686,0.703056091403258
O2Pt7Sn7,600K,600,Pt,6,6,0,2.092059157481592e-07,0.893001597826329,1.558998135307504
O2Pt7Sn7,600K,600,PtSn,6,6,0,2.3745574104684316e-07,0.9176538970044822,1.4958312156557854
O2Pt7Sn7,600K,600,Sn,6,6,0,2.8387915253722553e-07,0.9249788816340851,1.392027888065749
O2Pt7Sn7,700K,700,Pt,5,6,1,4.832034747415687e-07,0.9688875362256181,1.3036507751738462
O2Pt7Sn7,700K,700,PtSn,5,6,1,3.694013958381757e-07,0.9519451680080145,1.5002919660370921
O2Pt7Sn7,700K,700,Sn,5,6,1,1.8238863266162016e-07,0.8003106079959582,1.8234355659959074
O2Pt7Sn7,800K,800,Pt,6,6,0,9.107763901416227e-07,0.9772471013089618,2.50057747021262
O2Pt7Sn7,800K,800,PtSn,6,6,0,8.074749882871661e-07,0.9816368187753506,2.5310612709810494
O2Pt7Sn7,800K,800,Sn,6,6,0,6.377183287587439e-07,0.9779641880576756,2.5811554920981084
O2Pt7Sn7,900K,900,Pt,6,6,0,1.0189728579204328e-06,0.8912498239951219,4.909764746634347
O2Pt7Sn7,900K,900,PtSn,6,6,0,9.579232444184434e-07,0.9089280434653316,4.440673130584047
O2Pt7Sn7,900K,900,Sn,6,6,0,8.575995421395865e-07,0.9280188800269383,3.6698073773935906
O2Pt4Sn6,1000K,1000,Pt,2,6,4,8.984128275484545e-07,0.902031248039726,4.591077140281832
O2Pt4Sn6,1000K,1000,PtSn,2,6,4,8.173613111701296e-07,0.9430007181770267,3.261958268147474
O2Pt4Sn6,1000K,1000,Sn,4,6,2,7.520298839583957e-07,0.9407544010403349,2.9848119667274418
O2Pt4Sn6,1100K,1100,Pt,4,6,2,1.6062184680943358e-06,0.9303686073081989,5.874175708623305
O2Pt4Sn6,1100K,1100,PtSn,4,6,2,1.3944106385805009e-06,0.9445461648158056,5.850286411510968
O2Pt4Sn6,1100K,1100,Sn,4,6,2,1.162366072756925e-06,0.9330321732385022,5.824113671601557
O2Pt4Sn6,200K,200,Pt,6,6,0,1.184960434793954e-08,0.4235733040205428,0.2820661546530279
O2Pt4Sn6,200K,200,PtSn,6,6,0,1.0362487285282629e-08,0.41248393425453883,0.2660584334998363
O2Pt4Sn6,200K,200,Sn,6,6,0,8.733283529487466e-09,0.3806078984702334,0.2485212562136364
O2Pt4Sn6,300K,300,Pt,6,6,0,3.0303221268717116e-07,0.9828887284439781,0.4080668180066036
O2Pt4Sn6,300K,300,PtSn,6,6,0,2.6855281902700925e-07,0.9811228125197744,0.3770135982081395
O2Pt4Sn6,300K,300,Sn,6,6,0,2.3077911490236664e-07,0.9746568688436308,0.34299347553585324
O2Pt4Sn6,400K,400,Pt,6,6,0,1.0055084021398555e-07,0.8195456811632011,0.8392690573495986
O2Pt4Sn6,400K,400,PtSn,6,6,0,7.32776895930268e-08,0.8000863745806832,0.7334616706815789
O2Pt4Sn6,400K,400,Sn,6,6,0,4.339881386200415e-08,0.6889259097938195,0.6175448012851119
O2Pt4Sn6,500K,500,Pt,4,6,2,3.2507655971271264e-07,0.8574858019518212,1.7227542308302544
O2Pt4Sn6,500K,500,PtSn,4,6,2,2.3556874625974664e-07,0.8330137479411154,1.5063360680179667
O2Pt4Sn6,500K,500,Sn,2,6,4,5.5528848260345316e-08,0.5574567266189622,0.9091370617493968
O2Pt4Sn6,600K,600,Pt,3,6,3,2.891194910676461e-07,0.6113153189030242,2.559481065368061
O2Pt4Sn6,600K,600,PtSn,5,6,1,4.154034496229699e-07,0.8647764218784261,1.9530035653997055
O2Pt4Sn6,600K,600,Sn,3,6,3,1.6964679528711615e-07,0.5052829259702926,1.6339103872713587
O2Pt4Sn6,700K,700,Pt,5,6,1,2.710411830729067e-07,0.7369934807082484,3.0481844872736006
O2Pt4Sn6,700K,700,PtSn,5,6,1,1.8062930004220847e-07,0.6314806876443421,2.75277680324996
O2Pt4Sn6,700K,700,Sn,3,6,3,5.64460693649772e-08,0.07499295944534928,2.797217365232441
O2Pt4Sn6,800K,800,Pt,5,6,1,4.560165698634103e-07,0.8751296183739389,3.5369790764981146
O2Pt4Sn6,800K,800,PtSn,4,6,2,1.445120987242851e-07,0.5094615558917801,3.0413441376365333
O2Pt4Sn6,800K,800,Sn,4,6,2,-4.252740881117795e-08,0.08642297795523145,2.7983875704608225
O2Pt4Sn6,900K,900,Pt,5,6,1,4.106420596723337e-07,0.7668846088598216,5.083808054327836
O2Pt4Sn6,900K,900,PtSn,5,6,1,3.0849582219393267e-07,0.7732131615144139,4.302024979519865
O2Pt4Sn6,900K,900,Sn,5,6,1,1.9659037826907056e-07,0.6794206852270823,3.445546242222187
Sn4Pt3O1,1000K,1000,Pt,5,6,1,3.118882491783561e-06,0.823128237162746,0.4421178786116542
Sn4Pt3O1,1000K,1000,PtSn,5,6,1,3.1603259405730022e-06,0.851436167216002,0.20089706124203133
Sn4Pt3O1,1000K,1000,Sn,5,6,1,3.2114032611673345e-06,0.8808940205928988,-0.09640066777357958
Sn4Pt3O1,1100K,1100,Pt,5,6,1,9.388881379859304e-07,0.9428729619933377,5.628617158559251
Sn4Pt3O1,1100K,1100,PtSn,5,6,1,8.866917955825487e-07,0.9629498272652058,4.362707698578366
Sn4Pt3O1,1100K,1100,Sn,3,6,3,5.697876414896858e-07,0.9264485513128282,2.5793345010559987
Sn4Pt3O1,200K,200,Pt,6,6,0,-6.503998030890636e-10,0.0019875894515330177,0.3082465338025226
Sn4Pt3O1,200K,200,PtSn,6,6,0,-3.027185754516545e-10,0.0003878900194286127,0.324437068555871
Sn4Pt3O1,200K,200,Sn,6,6,0,1.25794558690131e-10,5.491725424634673e-05,0.3443916651410291
Sn4Pt3O1,300K,300,Pt,5,6,1,1.0657192088144653e-07,0.7338819859364238,0.5087210522779072
Sn4Pt3O1,300K,300,PtSn,5,6,1,9.83824634711548e-08,0.7234472831115695,0.526326577909708
Sn4Pt3O1,300K,300,Sn,5,6,1,8.828909779844641e-08,0.699007535597877,0.5480249917658375
Sn4Pt3O1,400K,400,Pt,4,6,2,1.7250170125496787e-07,0.7637388111553164,1.2580709226223266
Sn4Pt3O1,400K,400,PtSn,4,6,2,1.8537913541710628e-07,0.7653247813731809,1.178024919145015
Sn4Pt3O1,400K,400,Sn,4,6,2,2.012504097639664e-07,0.7463820499398212,1.0793690483613256
Sn4Pt3O1,500K,500,Pt,4,6,2,2.538712184465947e-07,0.6722362413366707,1.8749391334178607
Sn4Pt3O1,500K,500,PtSn,4,6,2,2.5794839566262896e-07,0.6944051128574137,1.8592692472438999
Sn4Pt3O1,500K,500,Sn,4,6,2,2.629734958485402e-07,0.7105733060902948,1.839955966568424
Sn4Pt3O1,600K,600,Pt,6,6,0,1.846231432405614e-07,0.8978738339609985,0.3369531159882029
Sn4Pt3O1,600K,600,PtSn,6,6,0,1.8288565533536843e-07,0.9217310315739103,0.39271574002675036
Sn4Pt3O1,600K,600,Sn,6,6,0,1.8074418746897322e-07,0.936709982812033,0.4614425543026782
Sn4Pt3O1,700K,700,Pt,3,6,3,8.551233847734711e-06,0.9129395116826521,-2.3116841300164097
Sn4Pt3O1,700K,700,PtSn,3,6,3,8.650813127023222e-06,0.9196739021625846,-2.1550290441575157
Sn4Pt3O1,700K,700,Sn,3,6,3,8.773543829722315e-06,0.924750503680736,-1.9619590578863253
Sn4Pt3O1,800K,800,Pt,3,6,3,-2.8547383107751283e-08,0.007369723360408688,5.398308229166371
Sn4Pt3O1,800K,800,PtSn,3,6,3,-5.558179536789837e-08,0.024832818559922868,5.6023417210096484
Sn4Pt3O1,800K,800,Sn,3,6,3,-8.890136219712356e-08,0.05253738879297923,5.853809940067355
Sn4Pt3O1,900K,900,Pt,2,6,4,5.841864450896589e-07,0.617238391110238,4.0841234404717035
Sn4Pt3O1,900K,900,PtSn,2,6,4,8.39645295593445e-07,0.7647794511031678,2.5965865161640513
Sn4Pt3O1,900K,900,Sn,2,6,4,1.1544950429129231e-06,0.7994958145908775,0.7632158812644656
Sn3Pt4O1,1000K,1000,Pt,3,6,3,5.372398101721579e-07,0.6591426014433307,5.389828918407641
Sn3Pt4O1,1000K,1000,PtSn,3,6,3,4.1359105995170697e-07,0.6786226888703403,4.3851366370048215
Sn3Pt4O1,1000K,1000,Sn,5,6,1,2.9315669916726625e-07,0.714958952306242,3.155777601469354
Sn3Pt4O1,1100K,1100,Pt,6,6,0,8.678582503686406e-07,0.974776043086513,4.213659650791933
Sn3Pt4O1,1100K,1100,PtSn,6,6,0,7.187013856329957e-07,0.9725788487368751,3.7114298260122425
Sn3Pt4O1,1100K,1100,Sn,6,6,0,3.9188588546012127e-07,0.8425635563041765,2.6109994178002673
Sn3Pt4O1,200K,200,Pt,5,6,1,-3.1008092702379664e-10,0.003911901260277809,0.07861022610980815
Sn3Pt4O1,200K,200,PtSn,5,6,1,-3.325549261650497e-10,0.005791914137584594,0.0780241764833023
Sn3Pt4O1,200K,200,Sn,5,6,1,-3.817965765871744e-10,0.011234566148197817,0.07674008592306718
Sn3Pt4O1,300K,300,Pt,5,6,1,1.764832513493265e-09,0.0539531977846486,0.13611131681598657
Sn3Pt4O1,300K,300,PtSn,5,6,1,1.2872185886392217e-09,0.03870481052660213,0.13219101060826716
Sn3Pt4O1,300K,300,Sn,5,6,1,2.407327767951487e-10,0.002141881210735165,0.12360123542015584
Sn3Pt4O1,400K,400,Pt,6,6,0,-2.29227820293713e-08,0.5025929737575028,0.5400092492128732
Sn3Pt4O1,400K,400,PtSn,6,6,0,-1.7044856328279466e-08,0.4574008027866448,0.46400002632114895
Sn3Pt4O1,400K,400,Sn,6,6,0,-4.165804406441753e-09,0.10937679084796434,0.29745717735155225
Sn3Pt4O1,500K,500,Pt,4,6,2,-1.861960543912996e-08,0.23610350758046864,0.6628971827212577
Sn3Pt4O1,500K,500,PtSn,4,6,2,-1.433055944667756e-08,0.15856853491480913,0.6332222603452886
Sn3Pt4O1,500K,500,Sn,4,6,2,-4.932855594906271e-09,0.016419480968171436,0.5682017932171874
Sn3Pt4O1,600K,600,Pt,5,6,1,1.093504697414933e-08,0.05432349048581218,1.02394180595521
Sn3Pt4O1,600K,600,PtSn,3,6,3,2.0278568966956944e-08,0.10036359972520872,0.9826139572018056
Sn3Pt4O1,600K,600,Sn,3,6,3,1.790104932172099e-08,0.06313967302445901,0.9296438775422633
Sn3Pt4O1,700K,700,Pt,2,6,4,2.8581583228577336e-09,0.0011587617760617592,1.1360963929228227
Sn3Pt4O1,700K,700,PtSn,4,6,2,1.805686521131972e-08,0.10373953179539902,1.031801670557634
Sn3Pt4O1,700K,700,Sn,2,6,4,4.8379324266236865e-08,0.2408380086792457,0.8532956873607698
Sn3Pt4O1,800K,800,Pt,5,6,1,2.5774252921047405e-08,0.17901834964221877,1.2644832302089786
Sn3Pt4O1,800K,800,PtSn,5,6,1,3.027353139582507e-08,0.2591306756113091,1.216267571908963
Sn3Pt4O1,800K,800,Sn,3,6,3,6.449625185207215e-08,0.41379654768651475,1.190746075103606
Sn3Pt4O1,900K,900,Pt,4,6,2,2.883277508206455e-07,0.5857212639882059,2.548099741444073
Sn3Pt4O1,900K,900,PtSn,2,6,4,2.1403142528899247e-07,0.6434230113712242,1.9203772193657997
Sn3Pt4O1,900K,900,Sn,2,6,4,1.0788329726334411e-07,0.45408989189553023,0.9979871078306621
Sn1Pt2O1,1000K,1000,Pt,6,6,0,2.423049451653025e-07,0.7326186787649602,1.4586001205748005
Sn1Pt2O1,1000K,1000,PtSn,6,6,0,2.021337150221821e-07,0.7020029611664599,1.8286395341833726
Sn1Pt2O1,1000K,1000,Sn,6,6,0,7.010574299412302e-08,0.14836310616246726,3.0448219025812655
Sn1Pt2O1,1100K,1100,Pt,4,6,2,2.188688821798233e-08,0.03514245036361913,2.790930171091675
Sn1Pt2O1,1100K,1100,PtSn,4,6,2,4.5500671044666366e-08,0.14729836335058025,3.025054815653635
Sn1Pt2O1,1100K,1100,Sn,4,6,2,1.2311053589021511e-07,0.19974631117871852,3.794535067112612
Sn1Pt2O1,200K,200,Pt,6,6,0,6.124376535153225e-11,9.324015806286149e-05,0.09720186504653384
Sn1Pt2O1,200K,200,PtSn,6,6,0,1.6227779802377937e-09,0.023932425875860763,0.13839461635435896
Sn1Pt2O1,200K,200,Sn,6,6,0,6.754959725866238e-09,0.06274559121750639,0.27377997693742745
Sn1Pt2O1,300K,300,Pt,6,6,0,-1.8309459609600386e-09,0.03732569488487592,0.16397422563572878
Sn1Pt2O1,300K,300,PtSn,6,6,0,-1.1627891987627108e-10,0.00010120370842215374,0.22019172950449553
Sn1Pt2O1,300K,300,Sn,6,6,0,5.5191856752162115e-09,0.036475928154374455,0.4049579559526168
Sn1Pt2O1,400K,400,Pt,4,6,2,3.5266715413047228e-09,0.04457221305973429,0.18494583313705984
Sn1Pt2O1,400K,400,PtSn,2,6,4,6.216389351328385e-09,0.06716341822060803,0.22483409128786566
Sn1Pt2O1,400K,400,Sn,2,6,4,1.6688746220114693e-08,0.06154723984449271,0.4305144419044868
Sn1Pt2O1,500K,500,Pt,4,6,2,-2.932306610169189e-09,0.013787140972884214,0.3187525378371292
Sn1Pt2O1,500K,500,PtSn,4,6,2,-1.314431197515006e-08,0.1897695315196091,0.4900520460586123
Sn1Pt2O1,500K,500,Sn,4,6,2,-4.670739915827581e-08,0.3829657601537597,1.0530501879549017
